sis_taxon_id,assessment_id,year_published
199309,2581016,2022
199310,2581124,2022
199311,2581219,2015
199312,2581381,2015
199313,2581627,2022
199314,2581715,2015
199315,2581910,2022
199316,2581983,2023
199317,2582065,2023
199318,2582179,2019
199319,2582260,2019
199320,2582350,2022
199321,2582454,2022
199322,2582624,2015
199323,2582833,2015
199324,2583114,2015
199325,2583232,2022
199326,2583323,2019
199328,2583497,2015
199329,2583574,2022
199330,2583709,2022
199331,2583855,2022
199332,2583930,2022
199333,2584011,2019
199334,2584108,2022
199335,2584205,2019
199336,2584285,2019
199337,2584390,2015
199338,2584565,2019
199339,2584662,2022
199340,2584816,2022
199341,2585044,2022
199342,2585238,2015
199343,2585339,2022
199344,2585390,2021
199345,2585625,2022
199346,2585772,2019
199347,2585861,2015
199348,2585967,2019
199349,2586051,2022
199350,2586132,2019
199351,2586219,2023
199352,2586316,2019
199353,2586425,2022
199354,2586478,2022
199355,2586566,2015
199356,2586686,2019
199357,2586795,2022
199358,2586900,2022
199359,2586985,2019
199361,2587150,2015
199362,2587246,2022
199364,2587480,2015
199365,2587623,2022
199366,2587713,2022
199367,2587847,2022
199368,2587994,2019
199369,2588083,2022
199370,2588188,2015
199371,2588283,2019
199372,2588373,2022
199373,2588490,2015
199374,2588697,2019
199375,2588824,2022
199376,2588900,2015
199377,2588987,2022
199378,2589110,2019
199379,2589232,2022
199380,2589332,2022
199381,2589437,2019
199382,2589536,2022
199383,2589637,2022
199384,2589785,2022
199385,2589864,2022
199386,2589904,2019
199387,2589998,2022
199388,2590205,2019
199389,2590286,2019
199390,2590378,2015
199391,2590473,2015
199392,2590580,2022
199393,2590671,2019
199394,2590780,2019
199395,2590874,2022
199397,2591036,2019
199398,2591123,2015
199399,2591317,2023
199400,2591403,2019
199401,2591532,2015
199402,2591693,2022
199403,2591792,2022
199404,2591915,2022
199405,2591996,2022
199406,2592077,2019
199407,2592153,2019
199408,2592235,2019
199409,2592406,2019
199410,2592494,2022
199411,2592594,2019
199412,2592742,2019
199414,2592909,2019
199415,2592990,2022
199416,2593041,2019
199417,2593126,2022
199418,2593224,2019
199419,2593332,2019
199624,2607287,2012
199658,2608958,2024
199659,2608983,2012
199855,2614538,2015
200714,2681347,2013
200715,2681354,2013
200787,2681555,2017
200797,2681879,2017
200855,2683543,2017
200866,2683909,2017
200901,2684925,2020
200950,2686260,2017
200957,2686495,2017
200958,2686557,2021
200959,2686572,2020
200966,2686950,2017
200988,2687835,2017
201004,2688298,2020
201031,2689274,2017
201041,2689666,2017
201062,2690207,2017
201075,2690611,2020
201085,2690857,2019
201096,2691169,2021
201098,2691199,2020
201106,2691443,2017
201108,2691521,2017
201121,2691993,2017
201141,2692932,2017
201159,2693757,2017
201164,2694033,2020
201194,2695080,2017
201244,2696832,2017
201249,2696968,2017
201281,2698047,2021
201314,2698872,2012
201315,2698971,2012
201946,2730890,2013
201947,2731015,2013
201995,2731843,2022
201996,2731850,2017
201997,2731857,2017
202001,2731901,2017
202007,2731936,2019
202008,2731943,2020
202018,2732040,2019
202019,2732047,2020
202021,2732061,2025
202022,2732068,2019
202023,2732091,2025
202024,2732098,2019
202026,2732105,2019
202027,2732112,2019
202028,2732119,2019
202030,2732133,2020
202031,2732140,2020
202032,2732147,2019
202033,2732154,2019
202037,2732182,2020
202038,2732189,2020
202039,2732196,2020
202040,2732203,2020
202042,2732210,2019
20724,2773791,2015
2113,2774607,2016
21341,2775256,2014
21342,2775386,2014
21343,2775508,2014
21994,2780737,2014
22003,2780880,2021
245,2785934,2022
97358453,2788691,2019
3764,2867119,2014
3851,2870736,2021
3852,2872747,2019
3853,2874370,2021
3898,2884984,2018
39331,2899669,2019
39336,2899894,2019
39341,2903170,2019
39347,2906921,2020
39352,2907336,2020
39359,2908200,2021
39368,2908817,2020
39372,2910670,2021
39374,2911619,2019
39378,2913541,2019
39380,2915472,2021
39381,2915850,2019
39385,2918526,2019
39386,2920499,2019
39388,2921825,2019
40711,2933145,2015
41064,2951089,2020
41736,2954286,2019
41741,2954522,2020
41801,2956075,2020
41823,2956343,2020
41830,2956761,2018
152781967,2957982,2020
44221,2994285,2020
44565,2994832,2018
44577,2995521,2020
44578,2995648,2020
44581,2995765,2020
44582,2996098,2020
44583,2996319,2020
44586,2996520,2020
44587,2996626,2020
130394197,2996872,2020
44590,2996991,2020
44595,2997621,2020
44597,2997866,2020
44598,2998129,2020
44603,2998283,2019
44642,2998643,2020
44644,2998902,2020
44645,2999023,2021
44656,2999132,2020
44666,2999242,2020
44674,2999451,2018
44993,2999889,2020
45433088,3010181,2019
4805,3012384,2015
5269,3014120,2012
5270,3014172,2012
5272,3014298,2012
5273,3014429,2013
152784762,3088090,2021
60128,3088381,2020
60135,3088651,2020
60154,3090027,2020
60159,3090316,2020
60161,3090840,2021
60189,3091090,2020
60201,3091753,2020
60202,3091946,2020
60203,3092243,2020
60204,3092518,2020
60206,3092676,2021
60209,3092852,2020
60214,3093390,2020
60215,3093577,2020
60217,3093780,2021
60218,3094144,2020
60219,3094326,2021
144136822,3094594,2020
144141186,3095153,2021
60225,3095898,2019
60230,3096513,2020
60236,3096618,2020
60239,3097165,2020
61250,3101831,2016
61398,3103491,2020
61407,3103881,2021
61416,3104105,2020
61419,3104442,2020
62222,3110058,2012
6229,3111662,2018
63101,3117368,2020
63107,3117894,2020
63108,3118179,2020
63109,3118640,2020
63110,3118881,2020
63116,3119790,2020
63121,3120509,2020
63124,3120930,2020
63133,3121233,2020
63137,3121362,2020
63142,3121523,2019
63143,3121739,2020
63144,3121878,2020
63151,3122699,2020
104065040,3122808,2020
63153,3123409,2021
63157,3124169,2020
63161,3124285,2020
7134,3137134,2013
8813,3147213,2014
8817,3147272,2014
908,3149565,2021
10016,3154116,1996
10017,3154173,1996
10018,3154228,1996
10019,3154283,1996
10020,3154447,1996
10021,3154502,1996
11191,3261228,1996
11368,3273689,1996
11369,3273817,2010
11375,3274618,2000
11501,3287697,1996
11534,3292503,2008
12242,3329078,1996
12244,3329140,1996
12382,3339013,1996
12808,3383616,1996
12809,3383651,1996
12810,3383732,1996
12807,3384267,1996
13045,3406968,1996
13238,3424217,1996
135301,4071001,2011
135484,4129545,2008
135574,4150043,2008
13932,4366666,1996
13933,4366703,1996
13934,4366738,1996
14264,4428878,2007
14331,4433047,1996
14500,4440023,1996
14561,4444519,1996
14831,4464902,1996
15270,4508871,1996
15271,4508918,1996
15273,4509129,1996
15274,4509314,1996
15275,4509361,1996
15276,4509408,1996
15278,4509496,1996
15279,4509543,1996
15280,4509817,1996
15281,4509987,1996
15283,4510374,1996
15284,4510421,1996
15285,4510496,1996
15286,4510543,1996
15287,4510590,1996
15288,4510738,1996
15289,4510785,1996
15290,4510832,1996
15291,4510883,1996
15292,4511091,1996
15293,4511273,1996
15295,4511367,1996
15296,4511414,1996
15297,4511585,1996
15298,4511631,1996
153535,4516419,2010
153538,4516675,2010
153648,4526314,2010
154619,4590024,2010
154622,4590633,2010
154623,4590807,2010
154625,4591618,2010
154626,4591794,2010
154627,4592158,2010
154628,4592411,2010
154630,4593019,2010
154632,4593528,2010
154634,4593933,2010
154637,4594511,2010
154639,4594926,2010
154642,4595555,2010
154643,4595759,2010
154645,4596339,2010
154647,4596702,2010
154651,4598201,2010
154664,4600749,2010
154667,4601306,2010
154672,4602616,2010
154673,4602802,2010
154675,4603482,2010
154678,4604440,2010
154680,4604957,2010
154688,4607181,2010
154689,4607406,2010
154694,4608433,2010
154697,4609111,2010
154700,4610380,2010
154701,4610583,2010
154711,4612512,2010
154712,4614989,2011
154713,4616115,2010
154719,4617316,2010
154720,4617579,2010
154722,4618290,2010
154725,4618893,2010
154727,4619279,2010
154728,4619455,2010
154729,4619676,2010
154737,4622223,2010
154738,4622426,2010
154740,4622925,2010
154742,4623236,2010
154751,4625362,2010
154752,4625533,2010
154753,4625723,2010
154757,4626790,2010
154760,4627606,2010
154762,4628093,2010
154763,4628251,2010
154766,4628935,2010
154775,4630891,2010
154783,4632618,2010
154785,4633007,2010
154788,4633577,2010
154790,4634050,2010
154796,4635390,2010
154797,4635708,2011
154798,4635834,2010
154801,4636401,2010
154803,4636999,2010
154807,4637970,2010
154809,4639390,2010
154812,4639767,2010
154813,4640067,2010
154815,4640485,2010
154820,4641606,2010
154821,4643586,2010
154825,4644581,2011
154829,4645181,2010
154831,4645603,2010
154832,4645809,2010
154834,4646487,2010
154841,4647878,2010
154842,4648063,2010
154849,4650138,2010
154852,4651378,2010
154856,4652469,2010
154868,4655027,2010
154872,4656289,2010
154877,4657502,2010
154884,4658947,2010
154887,4659556,2010
154891,4660329,2010
154894,4660964,2010
154895,4661163,2010
154899,4662632,2010
154903,4663430,2010
154904,4663615,2010
154906,4664006,2010
154907,4664565,2010
154910,4665240,2010
154911,4665437,2010
154912,4665615,2010
154915,4666423,2010
154916,4666683,2010
154919,4667820,2010
154920,4668079,2010
154926,4669104,2010
154927,4669277,2010
154928,4669460,2010
154929,4669843,2010
154930,4670747,2010
154933,4671390,2010
154934,4671733,2010
154935,4671918,2010
154939,4672723,2010
154943,4673560,2010
154947,4674591,2010
154948,4674806,2010
154950,4675173,2010
154952,4675673,2010
154954,4676318,2010
154957,4676936,2010
154958,4677100,2010
154962,4678118,2010
154965,4678664,2010
154966,4678854,2010
154969,4679431,2010
154970,4679678,2010
154973,4680674,2010
154974,4680982,2010
154986,4683552,2010
154987,4683767,2010
154994,4685481,2010
154995,4685653,2010
154997,4686634,2010
154998,4687037,2010
155064,4690236,2010
155001,4690413,2010
155002,4690902,2010
155003,4691258,2010
155004,4691693,2010
155005,4692079,2010
155006,4692553,2010
155079,4692825,2010
155007,4693011,2010
155083,4694588,2010
155011,4694871,2010
155084,4695047,2010
155086,4696147,2010
155014,4696428,2010
155015,4697606,2010
155017,4698430,2010
155090,4699021,2010
155019,4699254,2010
155022,4700791,2010
155094,4701018,2010
155023,4701210,2010
155095,4701465,2010
155024,4701666,2010
155097,4703967,2010
155098,4704720,2010
155099,4704977,2010
155028,4705165,2010
155029,4705571,2010
155030,4705899,2010
155031,4706595,2010
155101,4706780,2010
155032,4706961,2010
155102,4707166,2010
155033,4707420,2010
155103,4707593,2010
155034,4707766,2010
155104,4708020,2010
155105,4708518,2010
155036,4708753,2010
155108,4709936,2010
155109,4710281,2010
155041,4710810,2010
155111,4711374,2010
155112,4712037,2010
155046,4713716,2010
155047,4714187,2010
155118,4715433,2010
155121,4717007,2010
155123,4717767,2010
155057,4718929,2010
155126,4719160,2010
155068,4721000,2010
155072,4724648,2010
155133,4724875,2010
155134,4725434,2010
155075,4726238,2010
155136,4726716,2010
155076,4726953,2010
155138,4727334,2010
155144,4728655,2010
155146,4729077,2010
155150,4730125,2010
155151,4730296,2010
155153,4730539,2010
155155,4731017,2010
155159,4731746,2010
155166,4734035,2010
155170,4734959,2010
155174,4735851,2010
155182,4737699,2010
155186,4739095,2010
155187,4739410,2010
155188,4739603,2010
155193,4741682,2010
155194,4741904,2010
155196,4742287,2010
155203,4744205,2010
155205,4744711,2010
155206,4744940,2010
155213,4746301,2010
155220,4749409,2010
155221,4749823,2010
155234,4753621,2010
155237,4754338,2010
155238,4754575,2010
155239,4754799,2010
155243,4755945,2010
155250,4757392,2010
155251,4757678,2010
155252,4757843,2010
155256,4758698,2010
155257,4758878,2010
155260,4759559,2010
155263,4760384,2010
155266,4761222,2010
155268,4761779,2010
155270,4762339,2010
155274,4763324,2010
155287,4766841,2010
155298,4769321,2010
155303,4770745,2010
155308,4771656,2010
155310,4772225,2010
155312,4772811,2010
155313,4772985,2010
155314,4773189,2010
155318,4773847,2010
155320,4774551,2010
155321,4774794,2010
155326,4775877,2010
155327,4776119,2010
155474,4782113,2011
155552,4797123,2011
155562,4798516,2011
155597,4806288,2011
155610,4807984,2011
155734,4834019,2011
155835,4851683,2011
155843,4853589,2011
155989,4879741,2011
156018,4889700,2011
158630,5243546,2010
158632,5243740,2010
16067,5375287,1996
16083,5380419,1996
16084,5380601,1996
16185,5504008,1996
164280,5808308,2010
164508,5897605,2010
165607,6066720,2010
165608,6067002,2010
165609,6067212,2010
165610,6067508,2010
165611,6067709,2010
165612,6068113,2010
165613,6068352,2010
165614,6068501,2010
165615,6068709,2010
165616,6069068,2010
165617,6069257,2010
165618,6069401,2010
165619,6069598,2010
165620,6069915,2010
165621,6070137,2010
165622,6070311,2010
165623,6070690,2010
165624,6070984,2010
165625,6071318,2010
165626,6071516,2010
165627,6072151,2010
165628,6072507,2010
165630,6073181,2010
165631,6073721,2010
165632,6074436,2010
165633,6074763,2010
165634,6074982,2010
165635,6075192,2010
165636,6075419,2010
165637,6075592,2010
165638,6075990,2010
165639,6076489,2010
165640,6077819,2010
165641,6078232,2010
165642,6078712,2010
165643,6078975,2010
165644,6079181,2010
165645,6079375,2010
165646,6079535,2010
165647,6079849,2010
165648,6080038,2010
165649,6080300,2010
165650,6080493,2010
165651,6080984,2010
165652,6081573,2010
165653,6081960,2010
165654,6082273,2010
165655,6082463,2010
165656,6082636,2010
165657,6082857,2010
165658,6083175,2010
165659,6083324,2010
165660,6083616,2010
165661,6083782,2010
165662,6084068,2010
165663,6084240,2010
165664,6084416,2010
165665,6084693,2010
165666,6085100,2010
165667,6085300,2010
165668,6085813,2010
165669,6086327,2010
165670,6086941,2010
165671,6087151,2010
165672,6087416,2010
165673,6087793,2010
165674,6088138,2010
165675,6088360,2010
165676,6088487,2010
165677,6088718,2010
165678,6088913,2010
165679,6089235,2010
165680,6089397,2010
165681,6089748,2010
165682,6090163,2010
165683,6090332,2010
165684,6090778,2010
165685,6091062,2010
165686,6091308,2010
165687,6091795,2010
165688,6091974,2010
165689,6092221,2010
165690,6093109,2010
165691,6093250,2010
165692,6093453,2010
165693,6093779,2010
165694,6093968,2010
165695,6094300,2010
165696,6094656,2010
165697,6094841,2010
165698,6095139,2010
165699,6095305,2010
165700,6095674,2010
165701,6095901,2010
165702,6096056,2010
165703,6096355,2010
165704,6096562,2010
165705,6096997,2010
165706,6097200,2010
165707,6097352,2010
165708,6097568,2010
165709,6097758,2010
165710,6097937,2010
165711,6098073,2010
165712,6098323,2010
165713,6098956,2010
165714,6099340,2010
165715,6099818,2010
165716,6099950,2010
165717,6100594,2010
165718,6100810,2010
165719,6101058,2010
165720,6101640,2010
165721,6101795,2010
165723,6101966,2010
165724,6102242,2010
165725,6102456,2010
165726,6102836,2010
165727,6102970,2010
165822,6141673,2010
165823,6141860,2010
165824,6142025,2010
165825,6142167,2010
165826,6142388,2010
165827,6142514,2010
165828,6142661,2010
165829,6143143,2010
165830,6143509,2010
165831,6143660,2010
165832,6143879,2010
165833,6144097,2010
165834,6144376,2010
165835,6144569,2010
165836,6144988,2010
165837,6145156,2010
165838,6145523,2010
165839,6145733,2010
165840,6145988,2010
165841,6146292,2010
165842,6146481,2010
165843,6146629,2010
165844,6146908,2010
165845,6147130,2010
165846,6147400,2010
165847,6147547,2010
165848,6147706,2010
165849,6148052,2010
165850,6148337,2010
165851,6148505,2010
165852,6149013,2010
165853,6149398,2010
165854,6149632,2010
165855,6149788,2010
165856,6150009,2010
165857,6150186,2010
165858,6150368,2010
165860,6150674,2010
165861,6151012,2010
165862,6151184,2010
165863,6151838,2010
165864,6151980,2010
165865,6152213,2010
165867,6152605,2010
165868,6152833,2010
165869,6153102,2010
165870,6153339,2010
165871,6153518,2010
165872,6153996,2010
165873,6154247,2010
165874,6154560,2010
165875,6154710,2010
165876,6154884,2010
165878,6155199,2010
165879,6155521,2010
165880,6155998,2010
165881,6156216,2010
165882,6156389,2010
165883,6156566,2010
165884,6156968,2010
165885,6157224,2010
165887,6157789,2010
165888,6158177,2010
165889,6158436,2010
165890,6158737,2010
165891,6158885,2010
165892,6159058,2010
165893,6159207,2010
165894,6159417,2010
165895,6159558,2010
165896,6159731,2010
165897,6159992,2010
165898,6160204,2010
165899,6160601,2010
165900,6160869,2010
165901,6161055,2010
165902,6161394,2010
165903,6161805,2010
165910,6162557,2010
165912,6162844,2010
166009,6166924,2011
166428,6207091,2010
166552,6234729,2010
166693,6261475,2010
166699,6263639,2010
166700,6263984,2010
166704,6265155,2010
166708,6266110,2010
166709,6266378,2010
166715,6267767,2010
166719,6268640,2010
166722,6269414,2010
166725,6270056,2010
166739,6272320,2010
166742,6273140,2010
166750,6275115,2010
166754,6275995,2010
166756,6276391,2010
166777,6281104,2010
166778,6281421,2010
166781,6282092,2010
166783,6282614,2010
166794,6284952,2010
166805,6287439,2010
166900,6291741,2011
166945,6294265,2011
167710,6371187,2009
168297,6476787,2010
168374,6484924,2010
168780,6536949,2011
169015,6561794,2010
169376,6614160,2010
169595,6650437,2009
169676,6666175,2010
169679,6666453,2010
169948,6690436,2011
169949,6690609,2011
169951,6691002,2011
169954,6691901,2011
169956,6692625,2011
169957,6692749,2011
169958,6693016,2011
169959,6693462,2011
169960,6693657,2011
169962,6693818,2011
169963,6694019,2011
169964,6694185,2011
169965,6694390,2011
169966,6694575,2011
169968,6695068,2011
169969,6695320,2011
169970,6695905,2011
169971,6696089,2011
169972,6696250,2011
169973,6696438,2011
169974,6696875,2011
169976,6697254,2011
169977,6697654,2011
169978,6697770,2011
169979,6698039,2011
169980,6698477,2011
169981,6698630,2011
169982,6698791,2011
169983,6698918,2011
169984,6699281,2011
169985,6699478,2011
169986,6699669,2011
169987,6700058,2011
169988,6700336,2011
169989,6700633,2011
169990,6700828,2011
169991,6701043,2011
169993,6701255,2011
169995,6701441,2011
169996,6701582,2011
169997,6701747,2011
169999,6701999,2011
170060,6702146,2011
170000,6702314,2011
170061,6702592,2011
170063,6702821,2011
170002,6703032,2011
170062,6703197,2011
170003,6703427,2011
170064,6703608,2011
170004,6703824,2011
170065,6704055,2011
170005,6704256,2011
170006,6704413,2011
170007,6704564,2011
170008,6704714,2011
170079,6705021,2011
170009,6705155,2011
170010,6705694,2011
170080,6705848,2011
170081,6706232,2011
170082,6706548,2011
170013,6706921,2011
170083,6707050,2011
170014,6707180,2011
170015,6707541,2011
170085,6707827,2011
170016,6707945,2011
170086,6708097,2011
170017,6708366,2011
170087,6708595,2011
170018,6708760,2011
170088,6709017,2011
170019,6709256,2011
170089,6709382,2011
170020,6709551,2011
170090,6709780,2011
170021,6709910,2011
170091,6710288,2011
170022,6710388,2011
170092,6710513,2011
170023,6710751,2011
170093,6711166,2011
170024,6711317,2011
170094,6711431,2011
170025,6711779,2011
170095,6711975,2011
170026,6712157,2011
170096,6712378,2011
170097,6712578,2011
170028,6712946,2011
170029,6713375,2011
170030,6713969,2011
170031,6714256,2011
170032,6714639,2011
170033,6715102,2011
170034,6715411,2011
170035,6715683,2011
170036,6716154,2011
170037,6716526,2011
170038,6717105,2011
170039,6717407,2011
170040,6718054,2011
170041,6718490,2011
170042,6718864,2011
170043,6719201,2011
170044,6719491,2011
170046,6720146,2011
170047,6720447,2011
170048,6720721,2011
170049,6721056,2011
170050,6721425,2011
170051,6721711,2011
170052,6721853,2011
170053,6722040,2011
170054,6722209,2011
170055,6722443,2011
170056,6722688,2011
170057,6723020,2011
170059,6723980,2011
170066,6724132,2011
170067,6724412,2011
170068,6724610,2011
170069,6724731,2011
170070,6724965,2011
170071,6725197,2011
170072,6725661,2011
170073,6725821,2011
170074,6725973,2011
170075,6726084,2011
170350,6761521,2011
172395,6883227,2011
172415,6887748,2011
172470,6898682,2011
172491,6903077,2011
173157,6966289,2010
173176,6970669,2010
173319,6989685,2010
173320,6990381,2010
173321,6990528,2010
173322,6990689,2010
173323,6990855,2010
173324,6990996,2010
173325,6991162,2010
173326,6991316,2010
173327,6991467,2010
173328,6991773,2010
173329,6992218,2010
173330,6992405,2010
173331,6992567,2010
173332,6992969,2010
173333,6993340,2010
173334,6993582,2010
173335,6993689,2010
173336,6993874,2010
173337,6994043,2010
173338,6994270,2010
173339,6994461,2010
173340,6994779,2010
173341,6994909,2010
173342,6995080,2010
173343,6995388,2010
173344,6995596,2010
173345,6995781,2010
173346,6995927,2010
173347,6996342,2010
173348,6996472,2010
173349,6996688,2010
173350,6997176,2010
173351,6997332,2010
173352,6997485,2010
173353,6997857,2010
173354,6998009,2010
173355,6998170,2010
173356,6998310,2010
173357,6998463,2010
173358,6998619,2010
173359,6998923,2010
173360,6999061,2010
173361,6999224,2010
173362,6999534,2010
173363,6999692,2010
173364,7000000,2010
173365,7000432,2010
173366,7000590,2010
173367,7000726,2010
173368,7000904,2010
173369,7001137,2010
173370,7001305,2010
173371,7001541,2010
173372,7001725,2010
173373,7002177,2010
173374,7002336,2010
173375,7002484,2010
173376,7002822,2010
173377,7003062,2010
173378,7003203,2010
173379,7003559,2010
173380,7004201,2010
173381,7004341,2010
173382,7004500,2010
173383,7004749,2010
173384,7004901,2010
175093,7096123,2011
175095,7096276,2011
175104,7097356,2011
175074,7111436,2011
175075,7111823,2011
175076,7112167,2011
17604,7182421,1996
176670,7281041,2010
176672,7281308,2010
176677,7282110,2010
176678,7282253,2010
176680,7282653,2010
176691,7284656,2010
176706,7286976,2010
176707,7287175,2010
176709,7287652,2010
176712,7288420,2010
176713,7288602,2010
176715,7288947,2010
176717,7289307,2010
176720,7290209,2010
176721,7290432,2010
176722,7290670,2010
176723,7290809,2010
176724,7291020,2010
176725,7291181,2010
176726,7291386,2010
176727,7291730,2010
176728,7291867,2010
176729,7292011,2010
176730,7292260,2010
176731,7292396,2010
176732,7292599,2010
176733,7292717,2010
176734,7292879,2010
176735,7293104,2010
176736,7293312,2010
176737,7293481,2010
176739,7294503,2010
176740,7294814,2010
176742,7295223,2010
176743,7295429,2010
176744,7295660,2010
176745,7295853,2010
176748,7296594,2010
176749,7296785,2010
176750,7296975,2010
176751,7297371,2010
176752,7297560,2010
176753,7297716,2010
176754,7297862,2010
176755,7298070,2010
176756,7298218,2010
176757,7298462,2010
176758,7298709,2010
176759,7298829,2010
176760,7299043,2010
176761,7299189,2010
176762,7299369,2010
176763,7299535,2010
176765,7299914,2010
176766,7300214,2010
176767,7300378,2010
176768,7300648,2010
176771,7301306,2010
176772,7301678,2010
176773,7301845,2010
177110,7366131,2010
177115,7369095,2011
177147,7376826,2011
177249,7399780,2011
177286,7406040,2011
178060,7482691,2010
178077,7484332,2010
178097,7486588,2010
178100,7487327,2010
178102,7487832,2010
178105,7488494,2010
178106,7488815,2010
178107,7488999,2010
178108,7489124,2010
178043,7489678,2010
178048,7489912,2010
178051,7490053,2010
178054,7490276,2010
178057,7490381,2010
178066,7490503,2010
178070,7491007,2010
178072,7491200,2010
178074,7491427,2010
1784,7539000,1996
178796,7608551,2010
178797,7608891,2010
178798,7609219,2010
178799,7609832,2010
178800,7610085,2010
178801,7610513,2010
178802,7610721,2010
178803,7610926,2010
178804,7611432,2010
178805,7611857,2010
178806,7612125,2010
178807,7612712,2010
178808,7612909,2010
178809,7613129,2010
178810,7613396,2010
178811,7613866,2010
178812,7614493,2010
178813,7614751,2010
178814,7615033,2010
178815,7615342,2010
178816,7615575,2010
178817,7615840,2010
178818,7616160,2010
178819,7616373,2010
178820,7616950,2010
178821,7617234,2010
178822,7617531,2010
178823,7617944,2010
178824,7618310,2010
178825,7618520,2010
178826,7619018,2010
178827,7619241,2010
178828,7619457,2010
178829,7619971,2010
178830,7620385,2010
178831,7620672,2010
178832,7621003,2010
178834,7621565,2010
178835,7621783,2010
178837,7622285,2010
178838,7622565,2010
178839,7623021,2010
178840,7623394,2010
178841,7623713,2010
178842,7623953,2010
178843,7624351,2010
178844,7624677,2010
178845,7624881,2010
178846,7625290,2010
178847,7625682,2010
178848,7625926,2010
178849,7626146,2010
178850,7626520,2010
178852,7627492,2010
178853,7627935,2010
178854,7628170,2010
178855,7628562,2010
178856,7628795,2010
178857,7629021,2010
178858,7629292,2010
17974,7640533,1996
180103,7642592,2010
180105,7642700,2011
180106,7642829,2011
180107,7642958,2011
180108,7643094,2011
180109,7643221,2011
180110,7643348,2011
180111,7643475,2011
180112,7643602,2011
180114,7643729,2011
180115,7643854,2011
180116,7643982,2011
180118,7644110,2011
180120,7644236,2011
180121,7644347,2011
180122,7644459,2011
180123,7644580,2011
180125,7644709,2011
180126,7644832,2011
180127,7644947,2011
180129,7645066,2011
180131,7645193,2011
180133,7645307,2011
180135,7645434,2011
180136,7645548,2011
180139,7645678,2011
180142,7645929,2011
181328,7668262,2011
182498,7898176,2010
183206,8072179,2010
183207,8072357,2010
183208,8072492,2010
183209,8072656,2010
183211,8073276,2010
183212,8073472,2010
183213,8073577,2010
183216,8073954,2010
183219,8074545,2010
183220,8074932,2010
183222,8075183,2010
183224,8075472,2010
183225,8075653,2010
183226,8075874,2010
183228,8076171,2010
183229,8076333,2010
183230,8076786,2010
183231,8076961,2010
183233,8077349,2010
183234,8077459,2010
183236,8077783,2010
183237,8077916,2010
183238,8078089,2010
183239,8078216,2010
183240,8078672,2010
183241,8078801,2010
183246,8079653,2010
183249,8080164,2010
183250,8080547,2010
183251,8080790,2010
183253,8081060,2010
183254,8081170,2010
183256,8081555,2010
183260,8082453,2010
183261,8082587,2010
183262,8082774,2010
183263,8082922,2010
183264,8083122,2010
183265,8083258,2010
183266,8083376,2010
183267,8083578,2010
183269,8083938,2010
183270,8084421,2010
183272,8084702,2010
183273,8084869,2010
183275,8084978,2010
183276,8085119,2010
183277,8085306,2010
183279,8085701,2010
183280,8086079,2010
183281,8086198,2010
183282,8086365,2010
183283,8086554,2010
183284,8086729,2010
183286,8087128,2010
183287,8087332,2010
183288,8087564,2010
183289,8087692,2010
183290,8087911,2010
183291,8088059,2010
183293,8088434,2010
183295,8088877,2010
183296,8089069,2010
183297,8089280,2010
183298,8089454,2010
183299,8089696,2010
183301,8089925,2010
183303,8090129,2010
183304,8090268,2010
183306,8090568,2010
183311,8091389,2010
183312,8091621,2010
183313,8091810,2010
183315,8092211,2010
183318,8092587,2010
183319,8092713,2010
183320,8093141,2010
183321,8093259,2010
183322,8093388,2010
183324,8093737,2010
183327,8094261,2010
183328,8094426,2010
183329,8094611,2010
183330,8094816,2010
183333,8095354,2010
183334,8095487,2010
183336,8095864,2010
183337,8096061,2010
183338,8096205,2010
183339,8096349,2010
183341,8096702,2010
183343,8097092,2010
183348,8097613,2010
183349,8097752,2010
183352,8098263,2010
183355,8098770,2010
183357,8099025,2010
183359,8099346,2010
183361,8099980,2010
183365,8100468,2010
183366,8100637,2010
183367,8100806,2010
183368,8100926,2010
183370,8101310,2010
183371,8101506,2010
183373,8101797,2010
183375,8102131,2010
183377,8102488,2010
183378,8102670,2010
183381,8103474,2010
183384,8103919,2010
183385,8104072,2010
183391,8105356,2010
183392,8105497,2010
183393,8105636,2010
183394,8105776,2010
183396,8106059,2010
183398,8106453,2010
183399,8106628,2010
183400,8107077,2010
183401,8107209,2010
183402,8107342,2010
183403,8107476,2010
183404,8107700,2010
183405,8107854,2010
183406,8107959,2010
183408,8108246,2010
183410,8108713,2010
183411,8108892,2010
183412,8109093,2010
183418,8110246,2010
183419,8110395,2010
183420,8110626,2010
183422,8110954,2010
183423,8111095,2010
183424,8111270,2010
183425,8111371,2010
183426,8111580,2010
183427,8111778,2010
183429,8112106,2010
183430,8112371,2010
183431,8112532,2010
183433,8112889,2010
183434,8113042,2010
183436,8113414,2010
183438,8113829,2010
183440,8114209,2010
183442,8114501,2010
183443,8114609,2010
183446,8115026,2010
183447,8115139,2010
183448,8115284,2010
183449,8115444,2010
183450,8115670,2010
183452,8116005,2010
183455,8116471,2010
183456,8116586,2010
183457,8116697,2010
183460,8117170,2010
183464,8117741,2010
183465,8117976,2010
183469,8118739,2010
183472,8119307,2010
183473,8119480,2010
183474,8119618,2010
183477,8120143,2010
183479,8120505,2010
183480,8120724,2010
183481,8120944,2010
183483,8121204,2010
183484,8121368,2010
183485,8121562,2010
183486,8121734,2010
183487,8121901,2010
