query,syn_id,syn_name,valid_aphia_id,valid_sciname,error
126611,320044,Paralampanyctus ater,126611,Lampanyctus ater,NA
126613,158911,Nannobrachium cuprarium,126613,Lampanyctus cuprarius,NA
126613,320045,Paralampanyctus cuprarius,126613,Lampanyctus cuprarius,NA
126616,158912,Nannobrachium lineatum,126616,Lampanyctus lineatus,NA
126616,320046,Paralampanyctus lineatus,126616,Lampanyctus lineatus,NA
126942,303049,Gobius filamentosus,126942,Zosterisessor ophiocephalus,NA
126942,303072,Gobius gous,126942,Zosterisessor ophiocephalus,NA
126942,303151,Gobius lota,126942,Zosterisessor ophiocephalus,NA
126942,303234,Gobius ophiocephalus,126942,Zosterisessor ophiocephalus,NA
126942,324019,Gobius ophiocephalus citrina,126942,Zosterisessor ophiocephalus,NA
126942,303302,Gobius reticulatus,126942,Zosterisessor ophiocephalus,NA
126942,303378,Gobius venetiarum,126942,Zosterisessor ophiocephalus,NA
126942,716770,Gobius viridis,126942,Zosterisessor ophiocephalus,NA
126942,402941,Zosterisessor opiocephalus,126942,Zosterisessor ophiocephalus,NA
127034,316968,Cerna catalonica,127034,Epinephelus costae,NA
127034,316969,Cerna chrysotaenia,127034,Epinephelus costae,NA
127034,304702,Epinephelus chrysotaenia,127034,Epinephelus costae,NA
127034,304790,Epinephelus zaslavskii,127034,Epinephelus costae,NA
127034,883342,Mycteroperca costae,127034,Epinephelus costae,NA
127034,320454,Plectropoma fasciatus,127034,Epinephelus costae,NA
127034,304853,Serranus chrysotaenia,127034,Epinephelus costae,NA
127034,304861,Serranus costae,127034,Epinephelus costae,NA
