iucn_sciname,worms_valid_sciname,sis_taxon_id,iucn_assessment_id,aphia_id,aquax,notes
conasprella pealii,conasprella pealii,192397,2087841,1350018,SDM,NA
profundiconus ikedai,profundiconus ikedai,192398,2087962,581033,SDM,NA
conus monachus,conus monachus,192399,2088081,215542,SDM,NA
conasprella pacei,conasprella pacei,192401,2088415,835317,SDM,NA
conus patricius,conus patricius,192402,2088507,428234,SDM,NA
conus cuneolus,conus cuneolus,192403,2088649,224821,No SDM,NA
conus lightbourni,conus lightbourni,192404,2088777,428984,SDM,NA
conus mcbridei,conus mcbridei,192405,2088922,389713,SDM,NA
conus eximius,conus eximius,192407,2089167,426494,SDM,NA
conus monile,conus monile,192408,2089438,428212,SDM,NA
conus regularis,conus regularis,192409,2089579,428264,SDM,NA
conus limpusi,conus limpusi,192410,2089741,428183,SDM,NA
conus glaucus,conus glaucus,192411,2089869,428135,SDM,NA
conus aureus,conus aureus,192413,2090188,426369,SDM,NA
conus marchionatus,conus marchionatus,192415,2090766,428202,SDM,NA
conus corallinus,conus corallinus,192416,2090903,426464,SDM,NA
conus artoptus,conus artoptus,192417,2091054,426365,SDM,NA
conus chytreus,conus chytreus,192418,2091198,570125,SDM,NA
conus frigidus,conus frigidus,192419,2091319,215561,SDM,NA
conus biliosus,conus biliosus,192420,2091724,428940,SDM,NA
lilliconus biraghii,lilliconus biraghii,192421,2092077,580586,SDM,NA
conus oishii,conus oishii,192422,2092261,430394,SDM,NA
conus obscurus,conus obscurus,192424,2092504,215476,SDM,NA
conus flammeacolor,conus flammeacolor,192425,2092954,426500,SDM,NA
conasprella kimioi,conasprella kimioi,192426,2093095,834382,SDM,NA
conasprella mahogani,conasprella mahogani,192427,2093217,836699,SDM,NA
conus rattus,conus rattus,192428,2093424,215458,SDM,NA
conus nielsenae,conus nielsenae,192429,2093934,428947,SDM,NA
conus violaceus,conus violaceus,192430,2094068,215462,SDM,NA
conus striolatus,conus striolatus,192431,2094225,428368,SDM,NA
conus cumingii,conus cumingii,192433,2094590,426468,SDM,NA
conus nigromaculatus,conus nigromaculatus,192434,2094790,428218,SDM,NA
conus compressus,conus compressus,192435,2094934,429368,SDM,NA
conus magellanicus,conus magellanicus,192436,2095057,428197,SDM,NA
conasprella schirrmeisteri,conasprella schirrmeisteri,192439,2095446,1350081,SDM,NA
conus excelsus,conus excelsus,192441,2096103,426492,SDM,NA
profundiconus emersoni,profundiconus emersoni,192442,2096244,581031,SDM,NA
conus exiguus,conus exiguus,192443,2096358,426493,SDM,NA
conus villepinii,conus villepinii,192444,2096492,420226,SDM,NA
conus leekremeri,conus leekremeri,192445,2096659,428176,SDM,NA
conus cingulatus,conus cingulatus,192446,2096786,577315,SDM,NA
conus armadillo,conus armadillo,192447,2096947,428976,SDM,NA
conus lynceus,conus lynceus,192448,2097081,428196,SDM,NA
conus brunneus,conus brunneus,192449,2097207,426424,SDM,NA
conus echo,conus echo,192450,2097402,751875,SDM,NA
conus princeps,conus princeps,192452,2097673,428249,SDM,NA
conasprella anaglyptica,conasprella anaglyptica,192453,2097851,836199,SDM,NA
conus hamamotoi,conus hamamotoi,192454,2097996,428146,SDM,NA
conus venulatus,conus venulatus,192455,2098106,225081,No SDM,NA
profundiconus vaubani,profundiconus vaubani,192456,2098226,581039,SDM,NA
conus primus,conus primus,192457,2098359,428248,SDM,NA
conus rizali,conus rizali,192458,2098482,467679,SDM,NA
conus splendidulus,conus splendidulus,192459,2098574,428361,SDM,NA
conus generalis,conus generalis,192460,2098758,215520,SDM,NA
conus giorossii,conus giorossii,192462,2099440,389770,SDM,NA
conus sculpturatus,conus sculpturatus,192463,2099605,428352,SDM,NA
conus magnottei,conus magnottei,192464,2099726,428198,SDM,NA
conasprella tiki,conasprella tiki,192465,2099855,580174,SDM,NA
conus angioiorum,conus angioiorum,192466,2099978,426321,SDM,NA
conus negroides,conus negroides,192467,2100150,429428,SDM,NA
conus solangeae,conus solangeae,192468,2100266,388616,SDM,NA
conus pica,conus pica,192470,2100494,429900,SDM,NA
conus brunneofilaris,conus brunneofilaris,192471,2100591,426422,SDM,NA
conus miruchae,conus miruchae,192472,2100723,224988,No SDM,NA
lilliconus sagei,lilliconus sagei,192473,2100833,580587,SDM,NA
conus bayeri,conus bayeri,192474,2100979,426394,SDM,NA
conus josephinae,conus josephinae,192475,2101125,224903,No SDM,NA
conus parascalaris,conus parascalaris,192478,2101760,428232,SDM,NA
conus baeri,conus baeri,192479,2101853,426381,SDM,NA
conus kevani,conus kevani,192480,2101968,428171,SDM,NA
conus axelrodi,conus axelrodi,192482,2102242,426376,SDM,NA
conus pauperculus,conus pauperculus,192483,2102374,430047,SDM,NA
conus inconstans,conus inconstans,192484,2102488,428157,SDM,NA
conus roeckeli,conus roeckeli,192486,2102745,225036,No SDM,NA
conus bruuni,conus bruuni,192489,2103090,428980,SDM,NA
conus wallangra,conus wallangra,192490,2103225,430441,SDM,NA
conus lienardi,conus lienardi,192493,2103644,428182,SDM,NA
conus filmeri,conus filmeri,192494,2103769,426498,No SDM,NA
conus trovaoi,conus trovaoi,192495,2103895,428395,SDM,NA
conasprella joliveti,conasprella joliveti,192496,2104028,835404,SDM,NA
conus mercator,conus mercator,192497,2104168,224287,SDM,NA
conasprella howelli,conasprella howelli,192498,2104294,835333,SDM,NA
conus borgesi,conus borgesi,192500,2104554,224814,No SDM,NA
conus tenuilineatus,conus tenuilineatus,192501,2104676,428382,SDM,NA
conus clerii,conus clerii,192502,2104810,426457,SDM,NA
conus thevenardensis,conus thevenardensis,192503,2104958,429881,No SDM,NA
conus collisus,conus collisus,192504,2105109,426460,SDM,NA
conus granum,conus granum,192505,2105329,428144,SDM,NA
conus pulicarius,conus pulicarius,192506,2105512,215492,SDM,NA
conus darkini,conus darkini,192508,2106526,426475,SDM,NA
profundiconus kanakinus,profundiconus kanakinus,192509,2106663,751667,SDM,NA
conus proximus,conus proximus,192510,2106775,428250,SDM,NA
conasprella pseudorbignyi,conasprella pseudorbignyi,192511,2106899,835416,SDM,NA
conus encaustus,conus encaustus,192512,2107007,426487,SDM,NA
conus reductaspiralis,conus reductaspiralis,192513,2107150,584763,SDM,NA
conus papilliferus,conus papilliferus,192515,2107388,428230,SDM,NA
conus variegatus,conus variegatus,192516,2107529,428397,SDM,NA
conus mozambicus,conus mozambicus,192517,2107651,225458,SDM,NA
conus dusaveli,conus dusaveli,192518,2107779,430468,SDM,NA
conus kremerorum,conus kremerorum,192519,2107897,428977,SDM,NA
conus richardsae,conus richardsae,192520,2108027,585052,SDM,NA
conus retifer,conus retifer,192521,2108120,215537,SDM,NA
conus bruguieresi,conus bruguieresi,192522,2108758,224282,No SDM,NA
conus spurius,conus spurius,192525,2109173,420223,SDM,NA
conus plinthis,conus plinthis,192527,2109473,428242,SDM,NA
conus inscriptus,conus inscriptus,192528,2109616,215573,SDM,NA
conus victoriae,conus victoriae,192529,2110008,428402,SDM,NA
conus danilai,conus danilai,192531,2110292,426474,SDM,NA
conus gubernator,conus gubernator,192533,2110597,215513,SDM,NA
conus pulcher,conus pulcher,192534,2110921,224308,SDM,NA
conus kinoshitai,conus kinoshitai,192536,2111300,429066,SDM,NA
conus ferrugineus,conus ferrugineus,192538,2111558,426497,SDM,NA
conus dispar,conus dispar,192539,2111853,429884,SDM,NA
conus andremenezi,conus andremenezi,192540,2112036,467677,SDM,NA
conus crotchii,conus crotchii,192544,2112534,224817,No SDM,NA
conus parvatus,conus parvatus,192545,2112676,215560,SDM,NA
conus jickelii,conus jickelii,192547,2113115,428163,SDM,NA
conus lineopunctatus,conus lineopunctatus,192548,2113291,429427,SDM,NA
conus magus,conus magus,192549,2113422,215429,SDM,NA
conasprella rutila,conasprella rutila,192550,2113803,835977,SDM,NA
conus asiaticus,conus asiaticus,192551,2113964,428938,SDM,NA
conus moncuri,conus moncuri,192552,2114090,389707,SDM,NA
conasprella mazei,conasprella mazei,192553,2114188,835315,SDM,NA
conasprella bozzettii,conasprella bozzettii,192554,2114346,580168,SDM,NA
conus venezuelanus,conus venezuelanus,192555,2114490,428400,SDM,NA
conus pseudimperialis,conus pseudimperialis,192557,2114769,429017,SDM,NA
conus nobilis,conus nobilis,192558,2114904,428220,SDM,NA
conus sculletti,conus sculletti,192559,2115062,428995,SDM,NA
conus grangeri,conus grangeri,192560,2115191,428143,SDM,NA
conus leobrerai,conus leobrerai,192561,2115350,428181,SDM,NA
conus flavidus,conus flavidus,192562,2115460,215518,SDM,NA
conus aulicus,conus aulicus,192563,2116090,215471,SDM,NA
conus moreleti,conus moreleti,192564,2116735,215428,SDM,NA
conasprella pseudokimioi,conasprella pseudokimioi,192565,2117358,834384,SDM,NA
conus fergusoni,conus fergusoni,192566,2117478,426496,SDM,NA
conus mitratus,conus mitratus,192567,2117655,215467,SDM,NA
conus chiapponorum,conus chiapponorum,192569,2118287,388887,SDM,NA
conus rufimaculosus,conus rufimaculosus,192570,2118410,428270,SDM,NA
conus infinitus,conus infinitus,192571,2118557,224898,No SDM,NA
conus magnificus,conus magnificus,192573,2118776,215551,No SDM,NA
conus peli,conus peli,192574,2118927,428236,SDM,NA
conus lamberti,conus lamberti,192575,2119078,428174,SDM,NA
conasprella lucida,conasprella lucida,192576,2119199,836697,SDM,NA
conus pseudonivifer,conus pseudonivifer,192577,2119386,225096,No SDM,NA
conus ermineus,conus ermineus,192578,2119510,215538,SDM,NA
conus amadis,conus amadis,192579,2119793,215531,SDM,NA
conus chaldaeus,conus chaldaeus,192580,2119977,430457,SDM,NA
conus bayani,conus bayani,192581,2120574,426393,SDM,NA
conus vittatus,conus vittatus,192582,2120760,428407,SDM,NA
conasprella spirofilis,conasprella spirofilis,192583,2120964,835349,SDM,NA
conus diminutus,conus diminutus,192584,2121079,224857,No SDM,NA
conus vicweei,conus vicweei,192585,2121196,429012,SDM,NA
conus terebra,conus terebra,192586,2121350,215550,SDM,NA
conus bandanus,conus bandanus,192587,2121906,215557,SDM,NA
conus araneosus,conus araneosus,192588,2122470,428934,SDM,NA
conus miliaris,conus miliaris,192590,2122897,215533,SDM,NA
conus stupa,conus stupa,192591,2123478,430438,SDM,NA
conus laterculatus,conus laterculatus,192592,2123607,428175,SDM,NA
conus allaryi,conus allaryi,192594,2124378,428418,SDM,NA
conus lemniscatus,conus lemniscatus,192595,2124514,428177,SDM,NA
conus vulcanus,conus vulcanus,192596,2124639,225098,No SDM,NA
conus julieandreae,conus julieandreae,192598,2124860,428167,SDM,NA
conasprella mindana,conasprella mindana,192599,2124997,836701,SDM,NA
conus roseorapum,conus roseorapum,192600,2125159,428269,SDM,NA
conus cocceus,conus cocceus,192601,2125256,426458,SDM,NA
conus furvus,conus furvus,192603,2125517,428130,SDM,NA
conus hyaena,conus hyaena,192604,2125823,215558,SDM,NA
conus loroisii,conus loroisii,192605,2126058,591370,SDM,NA
conus genuanus,conus genuanus,192608,2126619,215442,SDM,NA
conus tuticorinensis,conus tuticorinensis,192609,2126841,428396,SDM,NA
conus saragasae,conus saragasae,192610,2126961,225046,No SDM,NA
conus ebraeus,conus ebraeus,192611,2127058,215436,SDM,NA
conasprella armiger,conasprella armiger,192612,2127745,835306,SDM,NA
conus guinaicus,conus guinaicus,192613,2127915,224280,SDM,NA
conus suratensis,conus suratensis,192614,2128046,428375,SDM,NA
conus eldredi,conus eldredi,192615,2128536,428985,SDM,NA
conasprella viminea,conasprella viminea,192616,2128688,835425,SDM,NA
conus austroviola,conus austroviola,192617,2128887,426374,SDM,NA
conus malacanus,conus malacanus,192618,2129018,428201,SDM,NA
conus suduirauti,conus suduirauti,192619,2129191,388988,SDM,NA
conus taeniatus,conus taeniatus,192620,2129291,215497,SDM,NA
conus worki,conus worki,192622,2129614,428887,SDM,NA
conus kintoki,conus kintoki,192623,2129722,428172,SDM,NA
conus granulatus,conus granulatus,192624,2129899,420211,SDM,NA
conus sertacinctus,conus sertacinctus,192625,2130141,428354,SDM,NA
conus flavescens,conus flavescens,192627,2130442,420210,SDM,NA
conus garciai,conus garciai,192628,2130584,428133,SDM,NA
conus attenuatus,conus attenuatus,192629,2130722,420203,SDM,NA
conasprella delessertii,conasprella delessertii,192630,2130908,835976,SDM,NA
conus damottai,conus damottai,192631,2131101,224826,No SDM,NA
pseudolilliconus kuiperi,pseudolilliconus kuiperi,192632,2131224,581131,SDM,NA
conus mus,conus mus,192633,2131336,420216,SDM,NA
conus miles,conus miles,192634,2131533,215479,SDM,NA
conus hirasei,conus hirasei,192635,2132126,430175,SDM,NA
conus coronatus,conus coronatus,192636,2132272,215446,SDM,NA
conasprella jaspidea,conasprella jaspidea,192637,2132881,836687,No SDM,NA
profundiconus loyaltiensis,profundiconus loyaltiensis,192638,2133085,581036,SDM,NA
conasprella orbignyi,conasprella orbignyi,192641,2133530,835413,SDM,NA
conus gloriamaris,conus gloriamaris,192642,2133671,428137,SDM,NA
conus dayriti,conus dayriti,192644,2134027,426477,SDM,NA
conus tribblei,conus tribblei,192645,2134144,428393,SDM,NA
conus spectrum,conus spectrum,192647,2134297,215432,SDM,NA
conus tenuistriatus,conus tenuistriatus,192648,2134509,215488,SDM,NA
conus rolani,conus rolani,192649,2134883,428267,SDM,NA
conus pseudaurantius,conus pseudaurantius,192650,2135003,428251,SDM,NA
conus tabidus,conus tabidus,192651,2135107,224311,SDM,NA
conus hamanni,conus hamanni,192652,2135313,428147,SDM,NA
conasprella roberti,conasprella roberti,192653,2135486,835321,SDM,NA
conus radiatus,conus radiatus,192654,2135593,428259,SDM,NA
conus luteus,conus luteus,192656,2135820,428195,SDM,NA
conus lindae,conus lindae,192657,2135968,428184,SDM,NA
conus tisii,conus tisii,192659,2136221,429010,SDM,NA
conasprella lenhilli,conasprella lenhilli,192661,2136448,835312,SDM,NA
conasprella dieteri,conasprella dieteri,192662,2136601,751385,SDM,NA
conus clarus,conus clarus,192663,2136731,426456,SDM,NA
conus episcopatus,conus episcopatus,192664,2136874,215455,SDM,NA
conus judaeus,conus judaeus,192665,2137581,428166,SDM,NA
conus stupella,conus stupella,192666,2137737,430439,SDM,NA
conasprella raoulensis,conasprella raoulensis,192667,2137858,835343,SDM,NA
conus flavusalbus,conus flavusalbus,192669,2138206,426502,No SDM,NA
conus nigropunctatus,conus nigropunctatus,192670,2138321,429215,SDM,NA
conasprella insculpta,conasprella insculpta,192671,2138422,835382,SDM,NA
profundiconus tuberculosus,profundiconus tuberculosus,192672,2138545,751669,SDM,NA
conasprella aculeiformis,conasprella aculeiformis,192673,2138667,835351,SDM,NA
conus sponsalis,conus sponsalis,192674,2138878,215451,SDM,NA
conasprella branhamae,conasprella branhamae,192676,2139803,1350022,SDM,NA
conus wittigi,conus wittigi,192677,2139940,428410,SDM,NA
conus berdulinus,conus berdulinus,192678,2140045,426399,SDM,NA
conus virgatus,conus virgatus,192679,2140241,428405,SDM,NA
conasprella sauros,conasprella sauros,192680,2140387,835323,SDM,NA
profundiconus teramachii,profundiconus teramachii,192681,2140501,581028,SDM,NA
conus stimpsoni,conus stimpsoni,192683,2140808,420225,SDM,NA
conus anabathrum,conus anabathrum,192684,2140922,420200,SDM,NA
conus parius,conus parius,192686,2141299,428233,SDM,NA
conus locumtenens,conus locumtenens,192688,2141595,428189,SDM,NA
pygmaeconus traillii,pygmaeconus traillii,192689,2141785,986853,SDM,NA
conasprella tirardi,conasprella tirardi,192690,2141900,1291291,SDM,NA
conus aurisiacus,conus aurisiacus,192691,2142037,426372,SDM,NA
conus viola,conus viola,192692,2142184,428404,SDM,NA
conus cancellatus,conus cancellatus,192693,2142308,420206,SDM,NA
conus varius,conus varius,192694,2142539,215511,SDM,NA
conus purpurascens,conus purpurascens,192696,2143246,428255,SDM,NA
conus chiangi,conus chiangi,192697,2143467,430142,SDM,NA
conus striatellus,conus striatellus,192699,2143757,215543,SDM,NA
conus eburneus,conus eburneus,192700,2144109,215559,SDM,NA
conus marmoreus,conus marmoreus,192701,2144744,215457,SDM,NA
conus maioensis,conus maioensis,192702,2145041,224956,No SDM,NA
conus trochulus,conus trochulus,192703,2145149,225076,No SDM,NA
conus acutangulus,conus acutangulus,192704,2145298,215510,SDM,NA
conus norai,conus norai,192705,2145991,429493,SDM,NA
conus cedonulli,conus cedonulli,192707,2146227,430327,SDM,NA
conus cinereus,conus cinereus,192708,2146380,426452,SDM,NA
conasprella delucai,conasprella delucai,192710,2146662,1350063,SDM,NA
conus cordigera,conus cordigera,192711,2146818,426465,SDM,NA
conus pennaceus,conus pennaceus,192712,2146999,215500,SDM,NA
conus barthelemyi,conus barthelemyi,192713,2147399,215566,SDM,NA
conus figulinus,conus figulinus,192714,2147544,215469,SDM,NA
conus melvilli,conus melvilli,192715,2148017,428205,SDM,NA
conus bellulus,conus bellulus,192717,2148357,224802,No SDM,NA
