iucn_sciname,worms_valid_sciname,sis_taxon_id,iucn_assessment_id,aphia_id,aquax,notes
aspredo aspredo,aspredo aspredo,162702544,162702567,279760,Not in AquaX,NA
platystacus cotylephorus,platystacus cotylephorus,162702813,162702826,282281,Not in AquaX,NA
pseudauchenipterus nodosus,pseudauchenipterus nodosus,162705679,162705762,282404,Not in AquaX,NA
sula granti,sula granti,22728990,163626479,343958,Not in AquaX,NA
fregata minor,fregata minor,22697733,163770613,212654,Not in AquaX,NA
anous minutus,anous minutus,22694799,163885644,344003,Not in AquaX,NA
phaethon lepturus,phaethon lepturus,22696645,163887639,212594,Not in AquaX,NA
phaethon rubricauda,phaethon rubricauda,22696641,163889221,212595,Not in AquaX,NA
poecilia parae,poecilia parae,164527512,164527655,307990,Not in AquaX,NA
gambusia nicaraguensis,gambusia nicaraguensis,164691422,164691551,276139,Not in AquaX,NA
acropora cophodactyla,acropora cophodactyla,132862,165602471,430641,Not in AquaX,NA
acropora plantaginea,acropora plantaginea,133122,165731761,207042,Not in AquaX,NA
montipora porites,montipora porites,133191,165763867,287723,Not in AquaX,NA
acropora appressa,acropora appressa,133195,165765369,207066,Not in AquaX,NA
acropora teres,acropora teres,133393,165866311,288255,Not in AquaX,NA
acropora mirabilis,acropora mirabilis,133483,165913234,288224,Not in AquaX,NA
echinopora grandicula,echinopora grandicula,133487,165915254,430661,Not in AquaX,NA
aethia psittacula,aethia psittacula,22694906,168849515,422957,Not in AquaX,NA
aethia pusilla,aethia pusilla,22694921,168850125,344016,Not in AquaX,NA
aethia pygmaea,aethia pygmaea,22694918,168850776,344017,Not in AquaX,NA
fratercula corniculata,fratercula corniculata,22694931,168851705,343903,Not in AquaX,NA
fratercula cirrhata,fratercula cirrhata,22694934,168852266,344610,Not in AquaX,NA
rhodostethia rosea,rhodostethia rosea,22694476,168884321,137155,Not in AquaX,NA
larus livens,larus livens,22694340,168885266,343914,Not in AquaX,NA
anous stolidus,anous stolidus,22694794,168889812,212629,Not in AquaX,NA
onychoprion fuscatus,onychoprion fuscatus,22694740,168895142,567827,Not in AquaX,NA
hydrobates furcatus,hydrobates furcatus,22698572,168979865,1264659,Not in AquaX,NA
fregata magnificens,fregata magnificens,22697724,168982712,343999,Not in AquaX,NA
sula nebouxii,sula nebouxii,22696683,168988087,343959,Not in AquaX,NA
sula sula,sula sula,22696694,168988714,212596,Not in AquaX,NA
platichthys solemdali,platichthys solemdali,170754156,170779865,1264298,Not in AquaX,NA
caragobius urolepis,caragobius urolepis,166992,174788717,280036,Not in AquaX,NA
awaous grammepomus,awaous grammepomus,151066406,174798726,277420,Not in AquaX,NA
procellaria cinerea,procellaria cinerea,22698159,175348962,212652,Not in AquaX,NA
pimelodella macturki,pimelodella macturki,176108239,176108244,282262,Not in AquaX,NA
aplochiton taeniatus,aplochiton taeniatus,176549691,176549801,279654,Not in AquaX,NA
lupinoblennius paivai,lupinoblennius paivai,185152,176626567,281442,Not in AquaX,NA
oryzias javanicus,oryzias javanicus,89808701,176831024,281940,Not in AquaX,NA
pelecanus onocrotalus,pelecanus onocrotalus,22697590,177120498,137176,Not in AquaX,NA
melanitta americana,melanitta americana,22732425,178236617,366594,Not in AquaX,NA
larus heermanni,larus heermanni,22694296,178958787,343913,Not in AquaX,NA
onychoprion aleuticus,onychoprion aleuticus,22694716,178964431,567791,Not in AquaX,NA
brachyramphus marmoratus,brachyramphus marmoratus,22694870,178976917,254308,Not in AquaX,NA
synthliboramphus scrippsi,synthliboramphus scrippsi,62101249,178995789,1348513,Not in AquaX,NA
synthliboramphus craveri,synthliboramphus craveri,22694887,179078444,344121,Not in AquaX,NA
sternula balaenarum,sternula balaenarum,22694699,179473845,567804,Not in AquaX,NA
pelecanoides garnotii,pelecanoides garnotii,22698280,179971538,344006,Not in AquaX,NA
somateria fischeri,somateria fischeri,22680412,180227232,422886,Not in AquaX,NA
ptychoramphus aleuticus,ptychoramphus aleuticus,22694903,180893939,344115,Not in AquaX,NA
halobaena caerulea,halobaena caerulea,22698102,181599271,212645,Not in AquaX,NA
phoebastria nigripes,phoebastria nigripes,22698350,181896323,344106,Not in AquaX,NA
eudyptes pachyrhynchus,eudyptes pachyrhynchus,22697776,182279725,225971,Not in AquaX,NA
megadyptes antipodes,megadyptes antipodes,22697800,182703046,225968,Not in AquaX,NA
spheniscus humboldti,spheniscus humboldti,22697817,182714418,293019,Not in AquaX,NA
spheniscus mendiculus,spheniscus mendiculus,22697825,182729677,344001,Not in AquaX,NA
eudyptes chrysocome,eudyptes chrysocome,22735250,182762377,212657,Not in AquaX,NA
pterodroma alba,pterodroma alba,22698001,183088698,343972,Not in AquaX,NA
larus audouinii,larus audouinii,22694313,183584708,137139,Not in AquaX,NA
melanitta fusca,melanitta fusca,22724836,183801134,137072,Not in AquaX,NA
aptenodytes patagonicus,aptenodytes patagonicus,22697748,184637776,212656,Not in AquaX,NA
eudyptes moseleyi,eudyptes moseleyi,22734408,184698049,405087,Not in AquaX,NA
eudyptes chrysolophus,eudyptes chrysolophus,22697793,184720991,212658,Not in AquaX,NA
pygoscelis antarcticus,pygoscelis antarcticus,22697761,184807209,225783,Not in AquaX,NA
gambusia rhizophorae,gambusia rhizophorae,46103983,185166576,276141,Not in AquaX,NA
amioides grossidens,amioides grossidens,198361338,198880476,712583,Not in AquaX,NA
eudyptula minor,eudyptula minor,22697805,202126091,225932,Not in AquaX,NA
larus argentatus,larus argentatus,62030608,206585142,137138,Not in AquaX,NA
eudyptes schlegeli,eudyptes schlegeli,22697797,210894343,225926,Not in AquaX,NA
pterodroma solandri,pterodroma solandri,22698042,210914793,343983,Not in AquaX,NA
fregata andrewsi,fregata andrewsi,22697742,210923623,343997,Not in AquaX,NA
larus fuscus,larus fuscus,22694373,211737029,137142,Not in AquaX,NA
pseudogobius masago,pseudogobius masago,212943123,212943276,282426,Not in AquaX,NA
thalassarche cauta,thalassarche cauta,22729604,213489185,225902,Not in AquaX,NA
eleotris fasciata,eleotris fasciata,212814626,214530127,277797,Not in AquaX,NA
ogilbia galapagosensis,ogilbia galapagosensis,15184,217446244,281848,Not in AquaX,NA
ponticola ratan,ponticola ratan,18160537,225525524,1020414,Not in AquaX,NA
alca torda,alca torda,22694852,228697220,137128,Not in AquaX,NA
percarina maeotica,percarina maeotica,135673,234016559,282216,Not in AquaX,NA
apocryptodon punctatus,apocryptodon punctatus,155297,238328584,279663,Not in AquaX,NA
gobiopterus chuno,gobiopterus chuno,168438,238335654,280901,Not in AquaX,NA
pseudapocryptes elongatus,pseudapocryptes elongatus,169496,238343912,282403,Not in AquaX,NA
parioglossus marginalis,parioglossus marginalis,196342,238349577,278751,Not in AquaX,NA
parioglossus triquetrus,parioglossus triquetrus,196347,238350188,278760,Not in AquaX,NA
eleotris annobonensis,eleotris annobonensis,182712,238350953,277794,Not in AquaX,NA
ponticola platyrostris,ponticola platyrostris,18160468,238361668,1022903,Not in AquaX,NA
parioglossus multiradiatus,parioglossus multiradiatus,69130223,238996041,278752,Not in AquaX,NA
parioglossus interruptus,parioglossus interruptus,69130217,238996046,278749,Not in AquaX,NA
parioglossus aporos,parioglossus aporos,69130196,238996274,278745,Not in AquaX,NA
ambassis buton,ambassis buton,241133255,241133257,277732,Not in AquaX,NA
pseudogobius taijiangensis,pseudogobius taijiangensis,241133409,241133411,1527218,Not in AquaX,NA
pseudogobius olorum,pseudogobius olorum,241133429,241133432,282428,Not in AquaX,NA
pseudogobius fulvicaudus,pseudogobius fulvicaudus,241133460,241133462,1527217,Not in AquaX,NA
pseudogobius avicennia,pseudogobius avicennia,241133490,241133493,282423,Not in AquaX,NA
pandaka lidwilli,pandaka lidwilli,241133564,241133567,281972,Not in AquaX,NA
callogobius stellatus,callogobius stellatus,241133766,241133768,278887,Not in AquaX,NA
tasmanogobius gloveri,tasmanogobius gloveri,241146983,241146985,282932,Not in AquaX,NA
taenioides nigrimarginatus,taenioides nigrimarginatus,241147019,241147021,277227,Not in AquaX,NA
stigmatogobius pleurostigma,stigmatogobius pleurostigma,241147081,241147084,278616,Not in AquaX,NA
redigobius nanus,redigobius nanus,241147142,241147144,1008011,Not in AquaX,NA
pseudotrypauchen multiradiatus,pseudotrypauchen multiradiatus,241147188,241147191,282483,Not in AquaX,NA
pomatoschistus anatoliae,pomatoschistus anatoliae,241147290,241147292,1165313,Not in AquaX,NA
periophthalmus walailakae,periophthalmus walailakae,241147360,241147362,277981,Not in AquaX,NA
periophthalmus spilotus,periophthalmus spilotus,241147380,241147382,277980,Not in AquaX,NA
periophthalmus darwini,periophthalmus darwini,241147426,241147428,388873,Not in AquaX,NA
mugilogobius tigrinus,mugilogobius tigrinus,241147744,241147746,277366,Not in AquaX,NA
mugilogobius stigmaticus,mugilogobius stigmaticus,241147754,241147757,277364,Not in AquaX,NA
mugilogobius filifer,mugilogobius filifer,241147796,241147798,277351,Not in AquaX,NA
eutaeniichthys gilli,eutaeniichthys gilli,241148201,241148203,280758,Not in AquaX,NA
cristatogobius nonatoae,cristatogobius nonatoae,241148527,241148530,280433,Not in AquaX,NA
amblyeleotris morishitai,amblyeleotris morishitai,241149055,241149057,405369,Not in AquaX,NA
afurcagobius tamarensis,afurcagobius tamarensis,241149129,241149133,279515,Not in AquaX,NA
incara multisquamatus,incara multisquamatus,241151240,241151242,281176,Not in AquaX,NA
trachelochismus aestuarium,trachelochismus aestuarium,241151687,241151689,1388757,Not in AquaX,NA
stigmatogobius sadanundio,stigmatogobius sadanundio,241152324,241152327,278617,Not in AquaX,NA
callogobius tanegasimae,callogobius tanegasimae,241152544,241152547,278888,Not in AquaX,NA
syngnathus schmidti,syngnathus schmidti,18258256,254662542,127390,Not in AquaX,NA
gygis alba,gygis alba,216558622,255380997,344045,Not in AquaX,NA
spheniscus demersus,spheniscus demersus,22697810,256021744,212659,Not in AquaX,NA
odonteleotris macrodon,odonteleotris macrodon,274984062,256254726,281823,Not in AquaX,NA
phalaropus fulicarius,phalaropus fulicarius,22693494,262609165,137168,Not in AquaX,NA
phaetusa simplex,phaetusa simplex,22694791,265022100,344102,Not in AquaX,NA
malaclemys terrapin,malaclemys terrapin,12695,507698,422564,Not in AquaX,NA
potamopyrgus antipodarum,potamopyrgus antipodarum,155980,738398,147123,Not in AquaX,NA
sepiola parva,sepiola parva,162508,906118,342203,Not in AquaX,NA
sepia baxteri,sepia baxteri,162514,907364,342117,Not in AquaX,NA
sepiadarium kochi,sepiadarium kochii,162527,909765,342391,SDM,NA
euprymna phenax,euprymna phenax,162537,911356,342319,Not in AquaX,NA
sepia bartletti,sepia bartletti,162542,912464,342115,Not in AquaX,NA
idiosepius notoides,idiosepius notoides,162547,913028,342342,Not in AquaX,NA
sepietta petersi,sepietta petersii,162586,922630,342200,Not in AquaX,NA
sepiola birostrata,sepiola birostrata,162609,927453,342201,Not in AquaX,NA
sepiola aurantiaca,sepiola aurantiaca,162620,930451,141455,Not in AquaX,NA
sepiola ligulata,sepiola ligulata,162643,935016,141457,Not in AquaX,NA
sepiola pfefferi,sepiola pfefferi,162646,936071,342204,Not in AquaX,NA
sepiola trirostrata,sepiola trirostrata,162654,937531,342206,Not in AquaX,NA
sepiola knudseni,sepiola knudseni,162665,940453,342202,Not in AquaX,NA
thaumeledone rotunda,thaumeledone rotunda,162699,945856,325341,Not in AquaX,NA
mastigoteuthis cordiformis,mastigoteuthis cordiformis,162902,951582,341896,Not in AquaX,NA
octopus huttoni,octopus huttoni,162903,951656,414140,Not in AquaX,NA
muusoctopus normani,muusoctopus normani,162929,954416,527158,Not in AquaX,NA
mastigoteuthis famelica,mastigoteuthis famelica,162943,955940,410374,Not in AquaX,NA
grimalditeuthis bonplandi,grimalditeuthis bonplandii,162952,957309,238742,SDM,NA
uroteuthis duvauceli,uroteuthis duvaucelii,162969,959236,410411,No SDM,NA
octopus campbelli,octopus campbelli,162976,959660,341959,Not in AquaX,NA
macrotritopus scorpio,macrotritopus scorpio,163009,963546,534534,Not in AquaX,NA
doryteuthis plei,doryteuthis pleii,163020,964247,574543,SDM,NA
argonauta nodosa,argonauta nodosa,163029,965050,225565,Not in AquaX,NA
uroteuthis pickfordi,uroteuthis pickfordi,163049,966574,955771,Not in AquaX,NA
ancistrocheirus lesueuri,ancistrocheirus lesueurii,163050,966613,138747,SDM,NA
abraliopsis morisi,abraliopsis morisii,163052,966920,237819,SDM,NA
octopus mercatoris,octopus mercatoris,163069,968556,341997,Not in AquaX,NA
robsonella fontanianus,robsonella fontanianus,163084,970997,1046168,Not in AquaX,NA
ancistroteuthis lichtensteini,ancistroteuthis lichtensteinii,163102,972797,140647,No SDM,NA
octopus mernoo,octopus mernoo,163126,974818,341998,Not in AquaX,NA
onykia ingens,onykia ingens,163131,975198,410381,Not in AquaX,NA
mastigoteuthis pyrodes,mastigoteuthis pyrodes,163132,975590,341905,Not in AquaX,NA
eogonatus tinro,eogonatus tinro,163162,979019,342312,Not in AquaX,NA
callimachus rancureli,callimachus rancureli,163194,982194,550404,Not in AquaX,NA
liocranchia reinhardti,liocranchia reinhardti,163218,985434,559381,Not in AquaX,NA
allonautilus perforatus,allonautilus perforatus,163264,991406,342268,Not in AquaX,NA
callistoctopus kermadecensis,callistoctopus kermadecensis,163271,992799,535757,Not in AquaX,NA
octopus filosus,octopus filosus,163290,994217,341972,Not in AquaX,NA
mastigoteuthis magna,mastigoteuthis magna,163306,995808,238750,Not in AquaX,NA
mastigoteuthis hjorti,mastigoteuthis hjorti,163345,1000627,341900,Not in AquaX,NA
octopus leioderma,octopus leioderma,163385,1003931,341991,Not in AquaX,NA
argonauta boettgeri,argonauta boettgeri,163391,1004389,225567,Not in AquaX,NA
mastigoteuthis danae,mastigoteuthis danae,163394,1004516,341897,Not in AquaX,NA
kondakovia longimana,kondakovia longimana,163403,1005247,325308,Not in AquaX,NA
bolboschoenus maritimus,bolboschoenus maritimus,164276,1036571,416203,Not in AquaX,NA
vitta adansoniana,vitta adansoniana,165788,1101456,1325980,Not in AquaX,NA
assiminea latericea,assiminea latericea,166268,1125619,1023440,Not in AquaX,NA
zenarchopterus striga,zenarchopterus striga,166517,1135671,277919,Not in AquaX,NA
polymesoda bengalensis,polymesoda bengalensis,166774,1141971,761285,Not in AquaX,NA
batissa similis,batissa similis,171899,1336617,574115,Not in AquaX,NA
neosolen aquaedulcioris,neosolen aquaedulcioris,171906,1337058,413637,Not in AquaX,NA
sermyla riqueti,sermyla riquetii,166263,1381686,757054,Not in AquaX,NA
chiroteuthis veranyi,chiroteuthis veranyi,176066,1426277,760247,Not in AquaX,NA
mastigoteuthis microlucens,mastigoteuthis microlucens,176083,1428242,410376,Not in AquaX,NA
mastigoteuthis tyroi,mastigoteuthis tyroi,176084,1428363,410377,Not in AquaX,NA
holothuria flavocastanea,holothuria flavocastanea,180211,1601029,210878,Not in AquaX,NA
paroriza prohoi,paroriza prohoi,180261,1607514,124580,Not in AquaX,NA
bohadschia tenuissima,bohadschia tenuissima,180274,1609220,210769,Not in AquaX,NA
stichopus mollis,stichopus mollis,180284,1610599,242056,Not in AquaX,NA
mesothuria expectans,mesothuria expectans,180300,1612825,124567,Not in AquaX,NA
bathyplotes tizardi,bathyplotes tizardi,180312,1613753,124555,Not in AquaX,NA
stichopus paradoxus,stichopus paradoxus,180341,1617694,242059,Not in AquaX,NA
holothuria exilis,holothuria exilis,180366,1620894,732232,Not in AquaX,NA
neostichopus mollis,neostichopus mollis,180378,1622967,241930,Not in AquaX,NA
mesothuria triradiata,mesothuria triradiata,180379,1622992,124575,Not in AquaX,NA
parastichopus nigripunctatus,parastichopus nigripunctatus,180382,1623458,1731996,Not in AquaX,NA
bohadschia similis,bohadschia similis,180386,1623976,210761,Not in AquaX,NA
holothuria chilensis,holothuria chilensis,180394,1625185,529266,Not in AquaX,NA
holothuria papillifera,holothuria papillifera,180403,1626551,732372,Not in AquaX,NA
parastichopus californicus,parastichopus californicus,180436,1630411,711954,Not in AquaX,NA
holothuria sulcata,holothuria sulcata,180458,1633420,847980,Not in AquaX,NA
mesothuria candelabra,zygothuria candelabri,180462,1633755,816799,SDM,NA
bathyplotes spuma,bathyplotes spuma,180464,1633843,174118,Not in AquaX,NA
synallactes angustus,synallactes angustus,180480,1635952,242066,Not in AquaX,NA
holothuria riojai,holothuria riojai,180490,1637463,529514,Not in AquaX,NA
pseudostichopus occulatatus,pseudostichopus occultatus,180506,1640184,124587,No SDM,NA
synallactes crebrapapilla,synallactes crebrapapilla,180522,1643325,242067,Not in AquaX,NA
protosalanx chinensis,protosalanx chinensis,180684,1651584,315354,Not in AquaX,NA
arius gigas,arius gigas,182779,1729265,275573,Not in AquaX,NA
morrisonietta gracilis,morrisonietta gracilis,184814,1754130,1326200,Not in AquaX,NA
stenothyra labiata,stenothyra labiata,184818,1754616,820053,Not in AquaX,NA
stenothyra glabrata,stenothyra glabrata,184829,1755587,820059,Not in AquaX,NA
iravadia reticulata,iravadia reticulata,184847,1757143,607237,Not in AquaX,NA
stenothyra schlickumi,stenothyra schlickumi,184852,1757667,820061,Not in AquaX,NA
morrisonietta krungtepensis,morrisonietta krungtepensis,184861,1758740,1326197,Not in AquaX,NA
stenothyra prasongi,stenothyra prasongi,184867,1759544,820066,Not in AquaX,NA
stenothyra maculata,stenothyra maculata,184889,1761993,820062,Not in AquaX,NA
stenothyra hardouini,stenothyra hardouini,184898,1762965,820067,Not in AquaX,NA
auriculastra elongata,auriculastra elongata,184904,1763601,1468520,Not in AquaX,NA
stenothyra cyrtochila,stenothyra cyrtochila,184914,1764697,820057,Not in AquaX,NA
stenothyra acuta,stenothyra acuta,184927,1766263,820058,Not in AquaX,NA
iravadia rohdei,iravadia rohdei,184939,1767485,607266,Not in AquaX,NA
iravadia cochinchinensis,iravadia cochinchinensis,184940,1767606,607263,Not in AquaX,NA
yongeichthys nebulosus,yongeichthys nebulosus,186090,1810055,219605,Not in AquaX,NA
stegastes trindadensis,stegastes trindadensis,188541,1890343,276686,Not in AquaX,NA
amblypomacentrus annulatus,amblypomacentrus annulatus,188574,1895599,1865534,Not in AquaX,NA
melanopsis trifasciata,melanopsis trifasciata,189217,1922321,581167,Not in AquaX,NA
laevicaspia caspia,laevicaspia caspia,189493,1927211,1332981,Not in AquaX,NA
neritina granosa,neritina granosa,189675,1932107,737527,Not in AquaX,NA
sepia ramani,sepia ramani,189729,1934111,438903,Not in AquaX,NA
ariopsis assimilis,ariopsis assimilis,190078,1940110,308392,Not in AquaX,NA
asperoteuthis nesisi,asperoteuthis nesisi,190918,1961027,456797,Not in AquaX,NA
kondakovia nigmatullini,kondakovia nigmatullini,190934,1961456,548889,Not in AquaX,NA
atractosteus spatula,atractosteus spatula,191024,1966892,279822,Not in AquaX,NA
lepisosteus oculatus,lepisosteus oculatus,191026,1967019,275402,Not in AquaX,NA
anableps dowei,anableps dowei,191300,1975324,1567201,Not in AquaX,NA
jordanella pulchra,jordanella pulchra,191310,1975431,314714,Not in AquaX,NA
poecilia kykesis,poecilia kykesis,132677053,2002427,1009772,Not in AquaX,NA
conus luquei,conus luquei,192284,2065628,224933,Not in AquaX,NA
conus melissae,conus melissae,192287,2066065,429016,Not in AquaX,NA
conus caillaudi,conus caillaudii,192289,2066275,426438,SDM,NA
conus fantasmalis,conus fantasmalis,192329,2075450,224869,Not in AquaX,NA
conus hypochlorus,conus hypochlorus,192330,2075553,429608,Not in AquaX,NA
conus serranegrae,conus serranegrae,192336,2076432,225050,Not in AquaX,NA
conus evorai,conus evorai,192368,2081737,224867,Not in AquaX,NA
conus speciosissimus,conus speciosissimus,192377,2083298,429443,Not in AquaX,NA
conus exquisitus,conus exquisitus,192379,2084146,429440,Not in AquaX,NA
conus derrubado,conus derrubado,192469,2100385,224852,Not in AquaX,NA
conus largillierti,conus largilliertii,192488,2102975,429839,SDM,NA
conus taslei,conus taslei,192499,2104433,428380,Not in AquaX,NA
conus atlanticoselvagem,conus atlanticoselvagem,192523,2108919,225092,Not in AquaX,NA
conus teodorae,conus teodorae,192530,2110172,225059,Not in AquaX,NA
conus fontonae,conus fontonae,192572,2118657,224874,Not in AquaX,NA
conus salreiensis,conus salreiensis,192602,2125392,225042,Not in AquaX,NA
conus mordeirae,conus mordeirae,192626,2130318,224999,Not in AquaX,NA
conus olgae,conus olgae,192655,2135721,456808,Not in AquaX,NA
conus subulatus,conus subulatus,192660,2136324,429913,Not in AquaX,NA
conus messiasi,conus messiasi,192721,2149293,224974,Not in AquaX,NA
conus pineaui,conus pineaui,192741,2153535,224315,Not in AquaX,NA
conus sanderi,conus sanderi,192764,2157616,428349,Not in AquaX,NA
conus crioulus,conus crioulus,192771,2158564,225110,Not in AquaX,NA
conus irregularis,conus irregularis,192841,2171321,224901,Not in AquaX,NA
conus gabryae,conus gabryae,192846,2172857,429100,Not in AquaX,NA
vieja maculicauda,vieja maculicauda,192924,2179918,283148,Not in AquaX,NA
gobionellus hastatus,gobionellus hastatus,192935,2180169,309549,Not in AquaX,NA
sicydium gymnogaster,sicydium gymnogaster,192936,2180176,282777,Not in AquaX,NA
callogobius productus,callogobius productus,192999,2182748,1871568,Not in AquaX,NA
hazeus nephodes,hazeus nephodes,193010,2184197,314543,Not in AquaX,NA
siphamia versicolor,siphamia versicolor,193298,2217214,277710,Not in AquaX,NA
lamnostoma polyophthalma,lamnostoma polyophthalma,196427,2456761,277380,Not in AquaX,NA
doiichthys novaeguineae,doiichthys novaeguineae,196855,2477628,317792,Not in AquaX,NA
halopyrgus pupoides,halopyrgus pupoides,198845,2540634,821054,Not in AquaX,NA
potamopyrgus estuarinus,potamopyrgus estuarinus,198892,2544486,598617,Not in AquaX,NA
potamopyrgus kaitunuparaoa,potamopyrgus kaitunuparaoa,198893,2544558,821094,Not in AquaX,NA
ichthyapus keramanus,ichthyapus keramanus,199219,2571344,1805597,Not in AquaX,NA
ostrea imputata,ostrea imputata,200797,2681879,506722,Not in AquaX,NA
bathymodiolus marisindicus,bathymodiolus marisindicus,201085,2690857,457557,Not in AquaX,NA
latiaxis babelis,latiaxis babelis,11368,3273689,156189,Not in AquaX,NA
mesonerilla prospera,mesonerilla prospera,13238,3424217,413174,Not in AquaX,NA
muricopsis mariangelae,muricopsis mariangelae,13932,4366666,405030,Not in AquaX,NA
cymodocea nodosa,cymodocea nodosa,153535,4516419,145793,Not in AquaX,NA
clathrocaspia gmelinii,clathrocaspia gmelinii,155474,4782113,1332957,Not in AquaX,NA
eupaludestrina macei,eupaludestrina macei,155610,4807984,1457262,Not in AquaX,NA
ecrobia ventrosa,ecrobia ventrosa,155734,4834019,238104,Not in AquaX,NA
hydrobia acuta,hydrobia acuta,155835,4851683,140123,Not in AquaX,NA
eupaludestrina dalmatica,eupaludestrina dalmatica,155843,4853589,1457257,Not in AquaX,NA
eupaludestrina stagnorum,eupaludestrina stagnorum,155989,4879741,1457275,Not in AquaX,NA
eupaludestrina rausiana,eupaludestrina rausiana,156018,4889700,1457267,Not in AquaX,NA
paradoxa confirmata,paradoxa confirmata,16083,5380419,405075,Not in AquaX,NA
paradoxa thomensis,paradoxa thomensis,16084,5380601,405076,Not in AquaX,NA
ruppia cirrhosa,ruppia cirrhosa,164280,5808308,416218,Not in AquaX,NA
ruppia maritima,ruppia maritima,164508,5897605,234031,Not in AquaX,NA
neritina violacea,neritina violacea,166693,6261475,549376,Not in AquaX,NA
assiminea beddomeana,assiminea beddomeana,166699,6263639,1308265,Not in AquaX,NA
iravadia ornata,iravadia ornata,166700,6263984,535656,Not in AquaX,NA
gangetia miliacea,gangetia miliacea,166704,6265155,767299,Not in AquaX,NA
neritina sulculosa,neritina sulculosa,166708,6266110,756949,Not in AquaX,NA
tanysiphon rivalis,tanysiphon rivalis,166709,6266378,505779,Not in AquaX,NA
stenothyra deltae,stenothyra deltae,166715,6267767,716231,Not in AquaX,NA
scaphula deltae,scaphula deltae,166719,6268640,504463,Not in AquaX,NA
assiminea theobaldiana,assiminea theobaldiana,166722,6269414,717008,Not in AquaX,NA
stenothyra ornata,stenothyra ornata,166725,6270056,1430037,Not in AquaX,NA
clithon reticulare,clithon reticulare,166739,6272320,873608,Not in AquaX,NA
neritina smithi,neritina smithii,166742,6273140,818769,Not in AquaX,NA
assiminea hungerfordiana,assiminea hungerfordiana,166754,6275995,1452411,Not in AquaX,NA
assiminea brevicula,assiminea brevicula,166756,6276391,716989,Not in AquaX,NA
nerita articulata,nerita articulata,166777,6281104,818075,Not in AquaX,NA
stenothyra soluta,stenothyra soluta,166778,6281421,1430038,Not in AquaX,NA
assiminea microsculpta,assiminea microsculpta,166781,6282092,1308275,Not in AquaX,NA
stenothyra blanfordiana,stenothyra blanfordiana,166783,6282614,1451861,Not in AquaX,NA
novaculina gangetica,novaculina gangetica,166794,6284952,536678,Not in AquaX,NA
stenothyra nana,stenothyra nana,166805,6287439,820068,Not in AquaX,NA
acanthus ilicifolius,acanthus ilicifolius,168780,6536949,344740,Not in AquaX,NA
halophila ovalis,halophila ovalis,169015,6561794,208930,Not in AquaX,NA
tridentiger kuroiwae,tridentiger kuroiwae,169595,6650437,298283,Not in AquaX,NA
jasus tristani,jasus tristani,170083,6707050,246525,Not in AquaX,NA
neritina platyconcha,neritina platyconcha,173157,6966289,754622,Not in AquaX,NA
stenothyra monilifera,stenothyra monilifera,173176,6970669,820049,Not in AquaX,NA
halophila stipulacea,halophila stipulacea,173319,6989685,145714,Not in AquaX,NA
phyllospadix torreyi,phyllospadix torreyi,173320,6990381,374709,Not in AquaX,NA
posidonia kirkmanii,posidonia kirkmanii,173321,6990528,374730,Not in AquaX,NA
heterozostera chilensis,heterozostera chilensis,173322,6990689,669497,Not in AquaX,NA
halophila johnsonii,halophila johnsonii,173324,6990996,374724,Not in AquaX,NA
halophila euphlebia,halophila euphlebia,173325,6991162,377114,Not in AquaX,NA
halophila sulawesii,halophila sulawesii,173326,6991316,1361076,Not in AquaX,NA
halodule pinifolia,halodule pinifolia,173327,6991467,626404,Not in AquaX,NA
halodule uninervis,halodule uninervis,173328,6991773,208924,Not in AquaX,NA
halodule beaudettei,halodule beaudettei,173329,6992218,208923,Not in AquaX,NA
halophila tricostata,halophila tricostata,173330,6992405,374726,Not in AquaX,NA
enhalus acoroides,enhalus acoroides,173331,6992567,208932,Not in AquaX,NA
syringodium isoetifolium,syringodium isoetifolium,173332,6992969,374716,Not in AquaX,NA
posidonia australis,posidonia australis,173333,6993340,374712,Not in AquaX,NA
halodule ciliata,halodule ciliata,173334,6993582,377178,Not in AquaX,NA
posidonia angustifolia,posidonia angustifolia,173336,6993874,374711,Not in AquaX,NA
halophila engelmanni,halophila engelmannii,173337,6994043,374722,Not in AquaX,NA
halophila hawaiiana,halophila hawaiiana,173338,6994270,374723,Not in AquaX,NA
zostera asiatica,zostera asiatica,173339,6994461,374699,Not in AquaX,NA
cymodocea angustata,cymodocea angustata,173340,6994779,374728,Not in AquaX,NA
phyllospadix japonicus,phyllospadix japonicus,173341,6994909,374706,Not in AquaX,NA
halophila beccarii,halophila beccarii,173342,6995080,208929,Not in AquaX,NA
halophila spinulosa,halophila spinulosa,173343,6995388,374725,Not in AquaX,NA
phyllospadix iwatensis,phyllospadix iwatensis,173344,6995596,374705,Not in AquaX,NA
thalassia testudinum,thalassia testudinum,173346,6995927,374720,Not in AquaX,NA
halodule emarginata,halodule emarginata,173347,6996342,1533045,Not in AquaX,NA
nanozostera japonica,nanozostera japonica,173348,6996472,1723145,Not in AquaX,NA
posidonia sinuosa,posidonia sinuosa,173349,6996688,374714,Not in AquaX,NA
posidonia denhartogii,posidonia denhartogii,173350,6997176,374729,Not in AquaX,NA
ruppia megacarpa,ruppia megacarpa,173351,6997332,495093,Not in AquaX,NA
halophila decipiens,halophila decipiens,173352,6997485,145713,Not in AquaX,NA
