sciname,aphia_id
Adventor elongatus,279510
Ambassis ambassis,277730
Anisarchus macrops,273988
Apsilus fuscus,212548
Astronesthes neopogon,127327
Labeobarbus aeneus,1017490
Bathyraja violacea,271540
Brachyamblyopus anotus,NA
Coelorinchus scaphopsis,280334
Cardiopharynx schoutedeni,1014666
Chaenogaleus macrostoma,280095
Chiloscyllium plagiosum,277832
Citharichthys stigmaeus,275696
Coregonus tugun,1022904
Ctenopoma petherici,1016213
Cypselurus simus,312479
Diaphus rafinesquii,126596
Echinophryne crassispina,280584
Epinephelus diacanthus,218236
Eugerres axillaris,280738
Galeus arae,271355
Gnathopogon caerulescens,1018907
Gymnothorax meleagris,217503
Helcogramma aquila,402624
Heteroscymnoides marleyi,221458
Engkaria eubranchus,1805613
Isbrueckerichthys alipionis,1014357
Labeo niloticus,1021956
Lepidion ensiferus,217733
Leviprora inops,281347
Lutjanus griseus,159797
Meda fulgida,1021389
Pyronotanthias flavoguttatus,1803578
Myliobatis tobijei,271492
Nemipterus hexodon,278124
Notesthes robusta,281773
Onuxodon fowleri,217833
Oxuderces dentatus,281951
Paralabrax clathratus,282054
Parodon pongoensis,1014417
Phasmatocottus ctenopterygius,282232
Platynematichthys notatus,1021316
Pomatoschistus bathi,126922
Psectrogaster amazonica,1019677
Pteragogus enneacanthus,279210
Dipturus gigas,271547
Rhinecanthus aculeatus,219890
Ronquilus jordani,282629
Schultzidia johnstonensis,217596
Paraselene orstedii,1779369
Snyderidia canina,282817
Stellerina xyosterna,254366
Syngnathoides biaculeatus,218035
Thamnaconus septentrionalis,220081
Trachinotus botla,218442
Trypauchenichthys sumatrensis,283066
Velifer hypselopterus,217887
Zingel zingel,1023029
Carpilius convexus,209150
Nephropsis atlantica,107255
Caridina edulis,586202
Palaemon pacificus,220148
Parapenaeopsis coromandelica,210411
Oratosquilla oratoria,395015
Leandrites indicus,514440
Callinectes marginatus,241106
Chtenopteryx sicula,181377
Sepiola atlantica,141454
Amusium papyraceum,NA
Gafrarium pectinatum,141914
Lithophaga teres,208435
Saccostrea kegaki,506737
Azorinus chamasolen,141541
Semicassis saburon,509237
Patella rustica,140683
Paratectonatica tigrina,1432965
Tonna dolium,208012
Volutella muricata,1736039
Neomonachus tropicalis,1663105
Pectinia lactuca,207378
Centroceras clavulatum,144531
Himanthalia elongata,145551
Harpagifer georgianus,234728
Erythrocles schlegelii,218466
Lunarca ovalis,420721
Tor tambra,1022217
Gymnothorax afer,271813
Mordacia lapicida,281594
Chrysichthys stappersii,NA
Cheilodipterus novemstriatus,209374
Coryogalops tessellatus,273431
Hemibarbus maculatus,1014993
Nemipterus bipunctatus,218517
Trypauchen vagina,219593
Hemiramphus archipelagicus,272174
Stichopus pseudohorrens,528812
Bathothauma lyromma,139422
Sasakiopus salebrosus,534138
Oithona similis,106656
Opsaridium microcephalum,1019254
Cantherhines pullus,159493
Careproctus reinhardti,127212
Philine aperta,140744
Centrostephanus longispinus,124331
Notarius kessleri,281768
Prionotus stephanophrys,276291
Gloiopeltis furcata,372181
Scarus spinus,276061
Orestias agassii,NA
Engraulis encrasicolus,126426
Merluccius australis,272452
Oblada melanurus,1577363
Istiophorus albicans,126949
Portunus trituberculatus,1061762
Tubipora musica,207409
Herklotsichthys quadrimaculatus,212264
Mugil curema,159416
Dentex dentex,273962
Trichopodus pectoralis,1017825
Paralomis granulosa,394052
Hemicorallium regale,1311260
Cepphus grylle,137130
Enteroctopus zealandicus,534424
Leptychaster kerguelenensis,152501
Colossoma macropomum x Piaractus brachypomus,NA
Acanthurus coeruleus,159581
Aeoliscus punctulatus,217967
Ambassis gymnocephalus,220044
Anisochromis kenyae,218309
Apterichtus kendalli,158598
Astronesthes nigra,NA
Labeobarbus altianalis,1019273
Bathysauroides gigas,279875
Devario acuticephala,1016847
Coelorinchus ventrilux,280354
Careproctus bathycoetus,274412
Gymnogobius castaneus,314519
Chiloscyllium punctatum,277833
Citharidium ansorgii,1018792
Coregonus wartmanni,1023011
Ctenops nobilis,280455
Cyrtocara moorii,1018794
Diaphus termophilus,126598
Echinorhinus cookei,271656
Hyporthodus drummondhayi,1803571
Eugnathichthys eetveldii,1017293
Figaro boardmani,318064
Gnathopogon elongatus,956730
Gymnothorax mordax,271856
Helcogrammoides antarcticus,234774
Hexagrammos otakii,279411
Hyperlophus vittatus,281096
Isichthys henryi,1019963
Labeo pangusia,1026589
Lepidion guentheri,126494
Liachirus melanospilos,281348
Lutjanus guttatus,276539
Medialuna californiensis,281541
Mistichthys luzonensis,1018793
Mylocheilus caurinus,281605
Nemipterus japonicus,218515
Nothobranchius jubbi,1012368
Onychostoma alticorpus,1525698
Oxycheilinus arenatus,219037
Paralabrax maculatofasciatus,282058
Parophidion schmidti,272836
Phenablennius heyligeri,282233
Schizopygopsis extrema,1805619
Pomoxis annularis,1022855
Psephurus gladius,1021135
Pterapogon kauderni,282494
Dipturus gudgeri,271548
Rhinelepis aspera,1022672
Rosenblattia robusta,282630
Schwetzochromis neodon,1014299
Selene peruviana,273286
Snyderina guentheri,282818
Stellifer fuerthii,276157
Syngnathus abaster,127386
Thayeria boehlkei,1013942
Trachinotus cayennensis,273289
Tubbia tasmanica,219743
Vellitor centropomus,283138
Zoarchias glaber,283219
Etisus laevimanus,209115
Nephropsis carpenteri,241294
Caridina gracilirostris,NA
Palaemon pandaliformis,587678
Mierspenaeopsis hardwickii,585389
Cloridopsis scorpio,409230
Macrobrachium surinamicum,587577
Callinectes pallidus,241107
Abralia veranyi,139688
Lusepiola birostrata,1437797
Nodipecten nodosus,225252
Exolaternula spengleri,1148687
Jolya arata,506047
Saccostrea malabonensis,506731
Solemya togata,141545
Cerithium alucastrum,NA
Patella ulyssiponensis,140684
Natica vitellus,571880
Tonna tessellata,410306
Lithopoma caelatum,413408
Neophoca cinerea,255001
Seriatopora caliendrum,206969
Ceramothamnion pacificum,1739124
Alaria esculenta,145716
Genioliparis lindbergi,234605
Verilus pacificus,1524260
Delphinus capensis,NA
Toxotes microlepis,283022
Gymnothorax bacalladoi,271822
Mordacia praecox,1008377
Phractura fasciata,1016868
Cheilodipterus persicus,278896
Lesueurigobius koumansi,273444
Megalobrama terminalis,1015822
Nemipterus zysron,218519
Trimma winterbottomi,278520
Hirundichthys oxycephalus,272171
Stichopus vastus,242062
Egea inermis,342293
Opisthoteuthis agassizii,140652
Temora longicornis,104878
Ballerus ballerus,279859
Jasus caveorum,382878
Paraliparis kerguelensis,234698
Pleurobranchus membranaceus,140820
Gracilechinus elegans,532035
Notarius planiceps,281772
Platycephalus caeruleopunctatus,274653
Gloiopeltis tenax,372182
Scarus xanthopleura,276065
Orestias lutea,NA
Engraulis mordax,272286
Merluccius gayi,293628
Argyrops spinifer,218590
Istiompax indica,712905
Callinectes sapidus,107379
Paracentrotus lividus,124316
Strangomera bentincki,282909
Mugil incilis,273654
Dentex angolensis,273958
Helostoma temminckii,1460145
Paralomis aculeata,550646
Corallium sp. nov.,NA
Uria aalge,137133
Muusoctopus tegginmathae,NA
Bathybiaster loripes,172715
Oreochromis aureus x O. niloticus,NA
Acanthurus lineatus,159582
Cichlasoma portalegrense,1020628
Ambassis jacksoniensis,NA
Anisotremus davidsonii,279617
Apteronotus albifrons,1022974
Astronotus ocellatus,862538
Labeobarbus codringtonii,1018196
Bathysaurus ferox,126369
Brachygalaxias bullocki,1018201
Caenotropus labyrinthicus,1419672
Careproctus furcellus,254548
Chaenomugil proboscideus,280101
Chilotilapia rhoadesii,1018045
Citharinops distichodoides,1017003
Coregonus widegreni,404077
Ctenosciaena gracilicirrhus,280456
Cyttomimus affinis,280468
Diapoma speculiferum,1019358
Echiodon cryomargarites,234602
Epinephelus fasciatomaculosus,273852
Euleptorhamphus viridis,220012
Galeus eastmani,271358
Gobiesox adustus,275663
Gymnothorax moringa,158584
Helicophagus typus,1021369
Hexanchus nakamurai,105834
Hyperopisus bebe,581707
Isistius brasiliensis,215612
Labeo rosae,1017093
Lepidion lepidion,126495
Notoglanidium maculatum,1525786
Lutjanus jocu,159798
Megachasma pelagios,281542
Mitotichthys mollisoni,281582
Mylopharodon conocephalus,1021496
Nemipterus marginatus,278126
Notiocampus ruber,281774
Opaeophacus acrogeneius,281887
Oxycirrhites typus,218865
Paralabrax nebulifer,282059
Parosphromenus allani,1011665
Phenacobius catostomus,1020183
Platyrhina sinensis,282279
Pomoxis nigromaculatus,592856
Psettina brevirictis,219811
Ptereleotris arabica,277119
Okamejei heemstrai,217399
Rhinichthys atratulus,159985
Rosenblattichthys alatus,272104
Notarius troschelii,293654
Selene vomer,159649
Pegusa bleekeri,1803665
Stellifer lanceolatus,159337
Syngnathus acus,127387
Thermarces cerberus,282964
Trachinotus coppingeri,273290
Tuberoschistura cambodgiensis,1011416
Venefica proboscidea,126310
Zoogoneticus quitzeoensis,1026887
Grapsus albolineatus,207523
Nephropsis ensirostris,246172
Caridina laevis,586272
Palaemon paucidens,514458
Alcockpenaeopsis hungerfordii,584932
Erugosquilla woodmasoni,409245
Palaemon zariquieyi,932407
Cronius ruber,241109
Abralia andamanica,341825
Sepiola affinis,141453
Euvola ziczac,394073
Mysia undata,140728
Stavelia subdistorta,506190
Saccostrea mordax,819190
Gastrana fragilis,141578
Cerithium vulgatum,NA
Tonna galea,141687
Polinices albumen,570148
Ficus gracilis,214984
Lithopoma tectum,419499
Neophocaena phocaenoides,254985
Seriatopora hystrix,206973
Gelidium johnstonii,372122
Lessonia trabeculata,373655
Adelieledone polymorpha,325319
Ostichthys japonicus,276207
Tursiops aduncus,254983
Scleropages formosus,1009717
Hyperoplus lanceolatus,126756
Sardinella rouxi,272276
Gymnothorax mareei,271847
Apogonichthyoides nigripinnis,209390
Mauligobius nigri,273445
Rutilus caspicus,307935
Neopomacentrus cyanomos,218839
Trichonotus arabicus,279117
Hypoatherina temminckii,217883
Bullacta caurina,1340048
Liguriella podophthalma,342354
Vampyroteuthis infernalis,141887
Lepeophtheirus salmonis,NA
Enteromius litamba,1526060
Dardanus arrosor,107197
Arnoglossus rueppelii,127127
Scaphander lignarius,139488
Cidaris cidaris,124257
Plicofollis tonggol,282302
Platycephalus fuscus,274658
Gracilaria coronopifolia,371184
Carasobarbus luteus,1012174
Orestias ispi,1012303
Cetengraulis edentulus,280091
Merluccius polli,272457
Cheimerius nufar,218594
Kajikia audax,712907
Callinectes danae,107378
Dermechinus horridus,160803
Engraulis japonicus,219984
Mugil capurrii,126982
Dentex maroccanus,273966
Dormitator latifrons,276408
Paralomis spinosissima,369208
Limulus polyphemus,150514
Uria lomvia,137134
Acesta maui,457862
Labidiaster annulatus,234924
Thalassarche chlororhynchos,159069
Abyssobrotula galatheae,236126
Andinoacara pulcher,991177
Ambassis natalensis,220039
Genyatremus dovii,995103
Apteronotus leptorhynchus,1525945
Astroscopus guttatus,159251
Labeobarbus bynni,1026004
Bathysolea lactea,274296
Brachyglanis frenata,NA
Caesio caerulaurea,219995
Allocareproctus jordani,279555
Chaenophryne draco,126559
Chimaera cubana,271396
Citharinus citharus,1020007
Corematodus shiranus,1019220
Paratrypauchen microcephalus,398626
Cyttopsis cypho,275301
Diapteron cyanostictum,NA
Echiophis punctifer,158610
Epinephelus fasciatus,218207
Eulophias tanneri,280747
Galeus longirostris,271360
Romanogobio albipinnatus,1015653
Gymnothorax ocellatus,271865
Helogenes castaneus,1524794
Hexatrygon bickelli,221455
Hyperoplus immaculatus,126755
Isistius plutodus,277768
Labeo sindensis,NA
Lepidion microcephalus,272482
Lichnochromis acuticeps,1015285
Lutjanus johnii,218496
Megadontognathus cuyuniensis,1010944
Mitsukurina owstoni,105842
Mylossoma acanthogaster,1021817
Nemipterus mesoprion,278127
Notocetichthys trunovi,234616
Opeatogenys cadenati,272527
Oxyconger leptognathus,281953
Paralaubuca barroni,1015548
Rhinotocinclus britskii,1805635
Phenacogrammus aurantiacus,1014476
Platyrhinoidis triseriata,282280
Pontinus accraensis,274681
Pseudacanthicus fordii,1421140
Pterengraulis atherinoides,282496
Raja herwigi,271577
Rhinichthys cataractae,567547
Rouleina attrita,126709
Sciadonus cryptophthalmus,126651
Seleniolycus laevifasciatus,234701
Pegusa impar,236490
Stellifer microps,276163
Syngnathus phlegon,127388
Thoracocharax securis,1026657
Trachinotus falcatus,367285
Rhinogobius philippinus,1016202
Ventrifossa atherodon,275590
Zu cristatus,126529
Metopograpsus messor,207536
Nephropsis malhaensis,241295
Caridina nilotica,241260
Palaemon serrifer,514465
Kishinouyepenaeopsis maxillipedo,NA
Miyakella nepa,723698
Lysmata amboinensis,241289
Polybius corrugatus,1752528
Abraliopsis morisii,237819
Adinaefiola aurantiaca,1437788
Talochlamys multistriata,236714
Petricolaria pholadiformis,156961
Estellacar olivacea,504639
Saccostrea palmula,506729
Peronidia albicans,878285
Hirtomurex squamosus,NA
Phorcus articulatus,689174
Polinices peselephanti,568326
Ficus subintermedia,NA
Lithopoma tuber,528078
Ommatophoca rossii,231412
Stylophora pistillata,206982
Gelidium pusillum,145590
Macrocystis pyrifera,232231
Pareledone turqueti,239393
Ostichthys kaianus,217934
Erythrocles scintillans,273398
Hexagrammos decagrammus,240732
Labrus viridis,126968
Pellonula vorax,282187
Enchelycore nigricans,271808
Apogonichthyoides pseudotaeniatus,475091
Nematogobius maindroni,281667
Schizothorax yunnanensis,1016604
Neopomacentrus sindensis,218834
Trichonotus setiger,279123
Hyporhamphus limbatus,272185
Mystacoleucus atridorsalis,1383245
Megalocranchia maxima,341821
Mauremys reevesii,1451623
Caligus elongatus,135754
Cathorops mapale,280046
Podiceps nigricollis,137184
Symphurus nigrescens,127134
Trivia arctica,141741
Spatangus purpureus,124418
Neoarius graeffei,281673
Ebinania macquariensis,234672
Gracilaria domingensis,372998
Luciobarbus esocinus,1019939
Trichomycterus rivulatus,1019167
Anchoa mitchilli,158699
Merluccius albidus,158748
Pagrus pagrus,127063
Tetrapturus angustirostris,219734
Callinectes toxotes,442769
Pyura stolonifera,215927
Engraulis anchoita,272284
Chelon ramada,1042830
Spondyliosoma emarginatum,218628
Sebastes norvegicus,151324
Maja squinado,107350
Asterias rubens,123776
Stercorarius parasiticus,137172
Euciroa galatheae,406392
Serolis gracilis,258117
Pterodroma macroptera,212644
Abyssocottus elochini,1014036
Aesopia cornuta,219819
Ambloplites rupestris,151293
Anisotremus interruptus,279619
Apterygocampus epinnulatus,279671
Psalidodon fasciatus,1524224
Luciobarbus callensis,1016736
Bathysphyraenops simplex,159845
Brachygobius aggregatus,279975
Caesio cuning,278536
Careproctus melanurus,254549
Chaenopsis alepidota,293559
Chimaera jordani,271397
Citharinus gibbosus,1019010
Coreobagrus ichikawai,1013949
Cualac tessellatus,1013973
Cyttus novaezealandiae,277985
Diapterus auratus,159726
Echiostoma barbatum,127340
Epinephelus flavocaeruleus,218203
Eumecichthys fiski,217888
Galeus murinus,105813
Gobiobotia brevibarba,1008141
Gymnothorax polygonius,126300
Baldwinella aureorubens,1015364
Scorpiodoras bolivarensis,1805608
Hypocritichthys analis,1804082
Iso flosmaris,276751
Labeo umbratus,1017481
Lepidoblennius haplodactylus,281288
Lile piquitinga,281352
Lutjanus lutjanus,218495
Megalechis thoracata,1021884
Miuroglanis platycephalus,1019674
Mylossoma aureum,1020515
Nemipterus nematophorus,278128
Notocheirus hubbsi,281775
Ophichthus gomesii,271955
Oxydoras kneri,1021115
Paralepis brevirostris,126360
Parrella fusca,282170
Phenacorhamdia anisura,1011707
Haplochromis degeni,1017472
Poptella brevispina,1011524
Zebrias japonicus,403352
Pterocaesio chrysozona,213662
Okamejei hollandi,279182
Rhinichthys osculus,592846
Ruanoho decemdigitatus,282632
Protosciaena bathytatos,315356
Uranoscopus turbisquamatus,1804084
Pegusa nasuta,127157
Stellifer minor,276164
Syngnathus rostellatus,127389
Thorogobius angolensis,273476
Trachinotus goreensis,273291
Tydemania navigatoris,221469
Ventrifossa ctenomelas,275591
Zu elongatus,221405
Calappa hepatica,209501
Nephropsis neglecta,382865
Caridina propinqua,586373
Palaemon xiphias,107617
Parapenaeopsis nana,377554
Stereomastis sculpta,107700
Lysmata debelius,515365
Achelous hastatus,1474844
Ancistrocheirus lesueurii,138747
Sepiola intermedia,141456
Flexopecten flexuosus,225259
Pholas dactylus,140770
Portlandia isonota,506537
Striostrea margaritacea,224641
Moerella pulchella,1055920
Coralliophila brevis,139398
Phorcus turbinatus,689179
Neverita didyma,568320
Cassis cornuta,208963
Turbo canaliculatus,528088
Peponocephala electra,137103
Heliopora coerulea,210725
Laurencia pacifica,372840
Halymenia dilatata,211642
Fregetta tropica,212696
Pontinus macrocephalus,274689
Sanquerus validus,442830
Homalaspis plana,440523
Liparis tanakae,274541
Glossanodon polli,272906
Uropterygius wheeleri,277956
Apogonichthyoides taeniatus,209391
Nematogobius brachynemus,281666
Sinocyclocheilus grahami,282800
Nuchequula gerreoides,398531
Torquigener hypselogeneion,219961
Hyporhamphus quoyi,272192
Meristotheca dakarensis,388703
Sandalops melancholicus,342386
Mauremys nigricans,1671005
Balanus crenatus,106215
Pterodoras rivasi,1013314
Tachybaptus ruficollis,148790
Zeugopterus regius,236488
Delectopecten vitreus,140702
Echinocardium cordatum,124392
Euristhmus microceps,280755
Eumicrotremus spinosus,127217
Gracilaria manilaensis,374143
Arabibarbus grypus,1044791
Wallagonia leerii,NA
Ilisha africana,281158
Macruronus magellanicus,272449
Chrysophrys auratus,367239
Xiphias gladius,127094
Carcinus maenas,107381
Pyura chilensis,251256
Engraulis ringens,272287
Chelon auratus,1044127
Archosargus probatocephalus,159238
Sebastes flavidus,274795
Jacquinotia edwardsii,442003
Echinus esculentus,124287
Sterna hirundo,137162
Hyalinoecia tubicola,130464
Euneognathia gigas,174884
Larus dominicanus,212624
Cataetyx lepidogenys,272763
Aetapcus maculatus,279511
Amblyceps mangois,1026877
Anisotremus scapularis,279622
Aptocyclus ventricosus,254299
Asymbolus analis,279779
Carasobarbus canis,1020743
Bathystethus cultratus,279876
Brachyhypopomus beebei,1014559
Caesio varilineata,219988
Carinotetraodon lorteti,1467068
Chaetobranchopsis australis,1018294
Chimaera owstoni,271399
Citharinus latus,1022054
Coreoleuciscus splendidus,1015267
Cubanichthys cubensis,280458
Dacodraco hunteri,234614
Diastobranchus capensis,158656
Eckloniaichthys scylliorhiniceps,219758
Hyporthodus flavolimbatus,475077
Eumegistus brevorti,280748
Galeus nipponensis,271362
Gobiocichla ethelwynnae,1383760
Gymnothorax porphyreus,271872
Hemerocoetes artus,281003
Himantolophus albinares,126543
Hyphessobrycon axelrodi,281101
Isocirrhitus sexfasciatus,281185
Labeo victorianus,1018659
Lepidoblepharon ophthalmolepis,281290
Lile stolifera,281353
Lutjanus mahogoni,159799
Megalocottus platycephalus,254411
Dialommus macrocephalus,280518
Mylossoma duriventre,1016059
Nemipterus nemurus,218522
Notoclinops caerulepunctus,281777
Ophichthus remiger,271976
Oxyeleotris fimbriata,991292
Paralepis coregonoides,126361
Parupeneus trifasciatus,277826
Phenacoscorpius adenensis,218072
Platytroctes mirus,126747
Porcostoma dentatum,1841065
Pseudalutarius nasicornis,220074
Pterocaesio digramma,213657
Amblyraja hyperborea,105863
Rhinobatos annandalei,271594
Rudarius ercodes,282633
Cilus gilberti,280187
Semaprochilodus insignis,1018426
Solea ovata,274311
Stellifer oscitans,276166
Syngnathus schmidti,127390
Thrattidion noctivagus,1013087
Trachinotus kennedyi,273292
Tylerius spinosissimus,219963
Ventrifossa divergens,217789
Zungaro zungaro,1026885
Ashtoret lunaris,107310
Nephropsis occidentalis,382866
Caridina tonkinensis,586439
Palaemon adspersus,107613
Parapenaeus australiensis,377559
Metapenaeus anchistus,377532
Saron neglectus,210451
Grapsus tenuicrustatus,207529
Pterygioteuthis giardi,141097
Adinaefiola ligulata,1437787
Manupecten pesfelis,225645
Pinna rudis,140781
Aequiyoldia eightsii,868255
Equichlamys bifrons,391844
Macomangulus tenuis,878470
Coralliophila meyendorffii,139399
Calliostoma conulus,141752
Polinices mammilla,216923
Cypraecassis rufa,217000
Turbo castanea,528089
Phocarctos hookeri,231422
Antipathes dichotoma,103309
Osmundea sinicola,374754
Ahnfeltia plicata,144422
Halobaena caerulea,212645
Priacanthus hamrur,218360
Sciades parkeri,712442
Alburnus tarichi,1026599
Lophius litulon,272600
Bathylagoides argyrogaster,279873
Panturichthys longus,271796
Jaydia queketti,209280
Periophthalmus barbarus,277973
Spinibarbus sinensis,1020560
Omobranchus fasciolatus,219318
Torquigener flavimaculosus,219962
Hyporhamphus sindensis,272197
Meristotheca senegalense,NA
Pelophylax nigromaculatus,1488231
Aptenodytes forsteri,225773
Themisto libellula,156452
Trachelyopterus galeatus,1018418
Hydrobates castro,1806345
Xanthichthys ringens,159486
Pseudamussium peslutrae,140717
Echinocardium flavescens,124394
Hemiancistrus landoni,NA
Aseraggodes haackeanus,279718
Gracilaria parvispora,374587
Plagioscion magdalenae,NA
Calonectris borealis,1348497
Chirocentrus dorab,212257
Nezumia bairdii,183289
Pterogymnus laniarius,218619
Stromateus fiatola,127076
Carcinus aestuarii,107380
Ulva australis,660661
Anchoa hepsetus,158698
Chelon parsia,NA
Argyrozona argyrozona,218592
Sebastes alutus,254573
Metanephrops mozambicus,241290
Loxechinus albus,160809
Sterna paradisaea,137165
Madrepora oculata,135209
Arcturides cornutus,259019
Thalassarche chrysostoma,225760
Acanthobrama microlepis,1020219
Aethaloperca rogaa,218168
Amblychaeturichthys sciistius,279574
Anisotremus surinamensis,279623
Aptychotrema rostrata,279673
Asymbolus vincenti,279786
Cheilobarbus capensis,1526229
Bathytroctes microlepis,126693
Brachyistius frenatus,240721
Caesioperca lepidoptera,280011
Caristius fasciatus,873087
Chaetobranchus flavescens,1020536
Chimaera phantasma,271401
Citharoides macrolepidotus,277502
Coreoperca kawamebari,1022148
Cubiceps baxteri,219745
Dactylophora nigricans,280476
Dibranchus atlanticus,126558
Protomelas ornatus,NA
Epinephelus guttatus,159352
Eumesogrammus praecisus,159817
Galeus piperatus,271363
Gobiodon acicularis,276921
Gymnothorax pseudothyrsoideus,271878
Hemerorhinus opici,281009
Pateobatis bleekeri,1043413
Hyphessobrycon herbertaxelrodi,1012316
Isogomphodon oxyrhynchus,NA
Labeotropheus fuelleborni,1016252
Lepidocephalichthys guntea,281291
Chromidotilapia cavalliensis,1013175
Lutjanus malabaricus,218481
Megalodoras uranoscopus,1016385
Gila coriacea,1805553
Olyra longicaudata,1019915
Nemipterus peronii,218520
Notoglanidium pallidum,1012770
Ophichthus rufus,126316
Oxygaster anomalura,1022111
Paraletharchus pacificus,282062
Parupeneus cyclostomus,218665
Phenacostethus posthon,282234
Platytroctes apus,126746
Porichthys porosissimus,275662
Pseudamia zonata,276899
Pterocaesio pisang,213658
Beringraja inornata,1461134
Acroteriobatus annulatus,871953
Ruscarius meanyi,282637
Sciaenochromis ahli,1015441
Semaprochilodus taeniurus,1150190
Solea senegalensis,127159
Stellifer rastrifer,276168
Syngnathus taenionotus,127391
Chironemus maculosus,712747
Trachinotus marginatus,273293
Tylochromis aristoma,1011558
Ventrifossa garmani,275593
Zungaropsis multimaculatus,1018005
Cardisoma carnifex,210291
Thymopides grobovi,382874
Caridina weberi,586294
Palaemon concinnus,220149
Parapenaeus fissurus,210400
Penaeus silasi,NA
Processa peruviana,515411
Varuna litterata,207551
Pyroteuthis margaritifera,157031
Sepiola robusta,141458
Pseudamussium clavatum,140716
Gari depressa,140869
Alectryonella plicatula,506699
Flexopecten glaber,236720
Thracia phaseolina,152378
Babelomurex cariniferus,224954
Calliostoma granulatum,141753
Notocochlis gualteriana,370551
Phalium bandatum,217002
Voluta musica,382406
Phocoena sinus,343897
Antipathes grandis,283903
Pyropia perforata,626064
Ahnfeltia fastigiata,372235
Pachyptila desolata,212649
Sargocentron spiniferum,217950
Amphiarius phrygiatus,279586
Sotalia guianensis,344009
Neosalanx tangkahkeii,281704
Bathytroctes michaelsarsi,126692
Panturichthys mauritanicus,126294
Acropoma japonicum,220048
Thorogobius rofeni,273477
Procypris rabaudi,1015895
Omobranchus mekranensis,219321
Tomiyamichthys latruncularius,398654
Hyporhamphus unicuspis,272199
Magallana sikamea,836041
Hoplobatrachus chinensis,NA
Cladosiphon okamuranus,371901
Onisimus glacialis,102644
Trachelyopterus insignis,1020132
Sula leucogaster,212597
Fowlerichthys radiosus,712508
Palliolum tigerinum,140710
Brissopsis lyrifera,124373
Pangasius polyuranodon,281984
Symphurus atramentatus,274233
Gracilaria vermiculophylla,236157
Centrophorus lesliei,1385217
Hydrobates monorhis,NA
Chanos chanos,217625
Macroramphosus scolopax,127378
Sparus aurata,151523
Pampus argenteus,127075
Scylla serrata,208814
Saccharina japonica,377084
Engraulis capensis,219983
Planiliza macrolepis,1043424
Cymatoceps nasutus,218601
Sebastes mentella,127254
Metanephrops challengeri,382850
Apostichopus japonicus,241776
Ardea cinerea,212668
Oculina virgosa,287103
Antarcturus oryx,257933
Catharacta antarctica,NA
Acanthaphritis barbata,279465
Mastacembelus sexdecimspinus,1524143
Amblycirrhitus earnshawi,277567
Anisotremus virginicus,279625
Aptychotrema vincentiana,279675
Ataeniobius toweri,1018650
Luciobarbus graellsii,1020876
Bathyuroconger vicinus,126284
Brachymystax lenok,1026966
Caesioscorpis theagenes,280013
Carlastyanax aurocaudatus,NA
Chaetodermis penicilligerus,280112
Chionobathyscus dewitti,234650
Paracitharus macrolepis,NA
Corica soborna,280401
Cubiceps caeruleus,273675
Dactyloptena gilberti,218159
Diceratias bispinosus,272555
Economidichthys pygmaeus,1015990
Hyporthodus haifensis,712594
Eumicrotremus derjugini,127215
Galeus polli,271364
Gobiomorphus breviceps,1014935
Gymnothorax rueppelliae,217477
Peckoltia braueri,1017604
Urogymnus polylepis,1011468
Hypleurochilus aequipinnis,276311
Isopisthus parvipinnis,281187
Labichthys carinatus,158588
Lepidocephalichthys thermalis,1021849
Poecilia caymanensis,NA
Lutjanus monostigma,218474
Pinirampus argentina,NA
Mobula eregoodoo,217434
Myoxocephalus jaok,254527
Nemipterus tambuloides,278130
Notograptus guttatus,281783
Ophidion barbatum,126675
Halichoeres californicus,240728
Paralichthodes algoensis,219815
Parupeneus forsskali,218669
Phenagoniates macrolepis,1017276
Platyurosternarchus macrostoma,1525936
Porochilus meraukensis,1017426
Pseudamiops gracilicauda,209301
Pterocaesio tessellata,278945
Amblyraja jenseni,105864
Acroteriobatus blochii,1022262
Rusichthys plesiomorphus,218338
Scleronema minutum,1019599
Bodianus reticulatus,1804085
Solegnathus dunckeri,278075
Stellifer stellifer,276169
Syngnathus tenuirostris,127392
Thryssa baelama,212291
Trachinotus maxillosus,273294
Tylosurus crocodilus,159259
Ventrifossa macropogon,158747
Paristiopterus labiosus,282150
Chaceon macphersoni,442703
Thymops birsteini,382876
Paratya compressa,586650
Palaemon elegans,107614
Parapenaeus investigatoris,210401
Metapenaeopsis wellsi,377531
Heterocarpus hayashii,515431
Ocypode ceratophthalmus,207578
Watasenia scintillans,342419
Sepiola steenstrupiana,141460
Barnea candida,140767
Gari fervensis,140870
Magallana ariakensis,836034
Crassadoma gigantea,240774
Thracia pubescens,141650
Ranella olearium,141115
Calliostoma gualterianum,NA
Tanea lineata,592609
Phalium areola,217009
Voluta virescens,382547
Phocoena spinipinnis,343898
Lepidisis olapa,NA
Gymnogongrus griffithsiae,145657
Schoenoplectus acutus,1672912
Pagodroma nivea,225772
Caristius macropus,126824
Sciades proops,282702
Procellaria conspicillata,405096
Paralichthys isosceles,275814
Conocara macropterum,126695
Pythonichthys macrurus,282525
Synagrops bellus,159584
Wheelerigobius wirtzi,283163
Oreochromis andersonii x O. niloticus,NA
Omobranchus punctatus,219320
Thysanophrys celebica,218157
Uraspis helvola,218449
Quasipaa spinosa,1611311
Podocnemis expansa,1339079
