sciname,aphia_id
Chapalichthys pardalis,1013608
Parachondrostoma toxostoma,1026604
Cobitis maroccana,1015986
Cosmocampus arctus,293571
Cymatogaster aggregata,280461
Fontitrygon geijskesi,1042837
Diplomystes nahuelbutaensis,1011676
Ellopostoma megalomycter,1526182
Eremichthys acros,1014302
Evorthodus lyricus,159743
Genyagnus monopterygius,280828
Springerichthys bapturus,282850
Haemulon plumierii,158808
Hemiodus argenteus,1017890
Histiobranchus bathybius,126323
Hypselognathus horridus,281126
Karalepis stewarti,281211
Lagocephalus lagocephalus,127414
Megaleporinus obtusidens,1418269
Litobranchus fowleri,281380
Macolor niger,218501
Merluccius angustimanus,272451
Moringua edwardsi,158578
Nannopetersius ansorgii,1017858
Neomerinthe amplisquamiceps,276258
Noturus exilis,1020284
Arcygobius baliurus,279687
Pangasius larnaudii,1015103
Parapimelodus valenciennis,1026883
Pempheris adspersa,277055
Phycodurus eques,282248
Pleuroscopus pseudodorsalis,219165
Prionotus alatus,159570
Pseudodax moluccanus,219046
Puntioplites bulu,1021774
Caliraja stellulata,1803740
Rhinomuraena quaesita,217529
Samaris cristatus,219818
Scorpaena notata,127246
Sewellia lineolata,1021995
Sphyraena argentea,273978
Stolephorus indicus,212280
Taeniurops grabatus,1605275
Pelmatolapia cabrae,1048706
Pseudotrematomus lepidorhinus,NA
Upeneichthys lineatus,283081
Xenobarbus loveridgei,1383198
Scylla olivacea,442831
Matuta planipes,440352
Ibacus brucei,382920
Lysmata vittata,220261
Pandalus latirostris,107650
Daphnia curvirostris,NA
Sicyonia picta,377650
Enoplometopus occidentalis,210068
Octopus cyanea,210788
Doryteuthis surinamensis,574542
Anadara inaequivalvis,138785
Hippopus porcellanus,382152
Fimbria soverbii,527763
Chama croceata,504778
Eumarcia paupercula,224885
Sinupharus africanus,225447
Gibbula fanulum,141787
Littoraria scabra,208939
Nassarius dorsatus,572148
Conus tessulatus,215519
Dentalium agassizi,344129
Psammechinus miliaris,124319
Holothuria scabra,1672770
Gelidium amansii,212186
Platycephalus conatus,274655
Polydactylus malagasyensis,276591
Epinephelus tuamotuensis,273874
Pterodroma inexpectata,225761
Parupeneus indicus,218658
Serripes groenlandicus,582749
Stomias affinis,158736
Aldrovandia phalacra,126638
Chromis flavaxilla,212816
Callionymus margaretae,273200
Nematalosa arabica,217449
Pisodonophis hoevenii,299812
Polyamblyodon gibbosus,NA
Palea steindachneri,1671008
Sunetta solanderii,507895
Bostrychus sinensis,279944
Mesoplodon hotaula,384422
Oikopleura (Vexillaria) parva,103415
Gymnothorax miliaris,271852
Saurida elongata,272109
Galathea strigosa,107155
Manania atlantica,158200
Gracilaria multipartita,145704
Sacura parva,277202
Halichondria (Halichondria) panicea,165853
Holothuria (Halodeima) inornata,529367
Awaous banana,277417
Carcharhinus macloti,217335
Carassius carassius,154297
Maccullochella peelii,991273
Tautoga onitis,158830
Myzopsetta ferruginea,1571969
Saccostrea echinata,506736
Rhizoprionodon terraenovae,158510
Hypophthalmichthys nobilis,154600
Lactarius lactarius,218381
Kathetostoma giganteum,275992
Scophthalmus aquosus,158907
Mytilus chilensis,397041
Pangasius bocourti,888193
Haliaeetus albicilla,232053
Mediaster sladeni,291645
Suberites caminatus,134273
Macronectes giganteus,212636
Acanthopagrus australis,279070
Ahliesaurus berryi,126347
Amphilophus citrinellus,991188
Aphareus rutilans,218468
Arius gigas,NA
Aulohalaelurus labiosus,279835
Bassozetus compressus,272787
Benthosema glaciale,126580
Brycon devillei,1021526
Canthidermis macrolepis,275237
Centrolophus niger,126831
Characidium fasciatum,1020778
Auriglobus amabilis,1012277
Cobitis taenia,154373
Cosmochilus cardinalis,1011938
Cymbacephalus beauforti,280462
Hypanus guttatus,1042858
Diplophos taenia,127292
Elopichthys bambusa,1022039
Trichomycterus candidus,1014271
Evoxymetopon poeyi,219704
Genyatremus luteus,280829
Grahamichthys radiatus,280926
Haemulon sciurus,275733
Hemipimelodus bicolor,NA
Histiodraco velifer,234790
Hypsibarbus lagleri,1384084
Platichthys bicoloratus,305689
Moxostoma lacerum,1422270
Leptagonus decagonus,127191
Chelon dumerili,1042829
Macrhybopsis aestivalis,1021445
Mesovagus antipodum,1524323
Mormyrus rume,1018696
Nannosalarias nativitatis,281636
Neomyxus leuciscus,281693
Noturus flavus,723266
Orectolobus japonicus,281930
Pseudolais micronemus,1013863
Paraplagusia bleekeri,NA
Pempheris oualensis,218700
Phyllichthys punctatus,282249
Pleurosicya annandalei,219543
Prionotus carolinus,159571
Pseudodoras holdeni,NA
Puntius amphibius,282514
Dipturus stenorhynchus,217391
Rhinopias aphanes,277214
Samariscus huysmani,279135
Scorpaena plumieri,159564
Sicamugil hamiltonii,992586
Sphyraena ensis,273979
Stolephorus insularis,212284
Taeniura lymma,217422
Coptodon cameronensis,1016220
Trematomus newnesi,234628
Upeneus moluccensis,126989
Xenocephalus armatus,315934
Scylla paramamosain,442832
Matuta victor,440354
Ibacus ciliatus,382922
Spirontocaris liljeborgii,107531
Pandalus nipponensis,515470
Daphnia brooksi,NA
Sicyonia disparri,377630
Lepas pectinata,1722310
Pteroctopus tetracirrhus,140606
Loliolus uyii,410371
Anadara indica,504315
Ameghinomya antiqua,507438
Glycymeris stellata,504496
Glauconome virens,507446
Retrotapes exalbidus,533373
Ensis goreensis,225605
Gibbula magus,141790
Tectarius grandinatus,446938
Nassarius glans,215741
Conus textile,215529
Pertusiconcha callithrix,378018
Styela clava,103929
Holothuria nobilis,1672772
Caulerpa brachypus,211498
Delesseria sanguinea,144744
Polydactylus microstoma,309705
Epinephelus tukula,218246
Brycon guatemalensis,1018038
Chitala blanci,1013496
Transennella pannosa,507968
Stomias lampropeltis,275180
Strongylura senegalensis,275985
Chromis weberi,212817
Callionymus marleyi,219772
Nematalosa persara,278457
Plagiotremus townsendi,219333
Zebrasoma gemmatum,219680
Dogania subplana,1464491
Sargassum thunbergii,494874
Scomber colias,151174
Bythaelurus bachi,1006774
Oikopleura (Vexillaria) villafrancae,103418
Paraconger californiensis,271789
Notoscopelus elongatus,158915
Galathea squamifera,107154
Depastromorpha africana,289801
Gracilariopsis longissima,146960
Helotes sexlineatus,314549
Leptothecata (Leptomedusae),NA
Holothuria (Vaneyothuria) lentiginosa lentiginosa,NA
Sicydium punctatum,282780
Carcharhinus altimus,105787
Rutilus rutilus,154333
Macquaria australasica,991274
Chirodactylus variegatus,312121
Microstomus pacificus,274294
Mizuhopecten yessoensis,393716
Sphyrna zygaena,105819
Ctenopharyngodon idella,154314
Pomatomus saltatrix,151482
Notothenia neglecta,234740
Citharus linguatula,127130
Mytilus platensis,506158
Lutjanus sanguineus,218487
Gavia adamsii,137185
Lithosoma novaezelandiae,291642
Stylocordyla borealis,134240
Diomedea exulans,212583
Acanthopagrus butcheri,279071
Aiakas zinorum,279525
Amphiprion akallopisos,212770
Aphia minuta,126868
Arius jella,275575
Aulonocara auditor,1015452
Batasio batasio,1022783
Benthosema suborbitale,126581
Brycon falcatus,1014780
Canthidermis maculata,127398
Centromochlus existimatus,1012877
Characodon audax,1011873
Awaous macrorhynchus,310698
Coccorella atlantica,126337
Cottapistus cottoides,280404
Cymolutes lecluse,218968
Neotrygon kuhlii,398330
Diploprion bifasciatus,401375
Elops affinis,275403
Erethistes filamentosus,NA
Evynnis cardinalis,280766
Genyochromis mento,1015276
Forsterygion capito,712813
Haemulon scudderii,275734
Hemipristis elongata,277427
Histiogamphelus cristatus,281079
Hypsoblennius brevipinnis,276319
Bathyaploactis ornatissima,279871
Lagodon rhomboides,159249
Leptenchelys vermiformis,281311
Chelon richardsonii,1042831
Macrocephenchelys brachialis,281475
Engraulicypris brevianalis,1526065
Rhynchocypris steindachneri,1772418
Nannostomus beckfordi,1015806
Neonesthes capensis,127366
Noturus gyrinus,1022873
Orectolobus maculatus,281931
Pangasius sanitwongsei,1015767
Paraplesiops bleekeri,282086
Pempheris poeyi,277066
Phyllonemus typus,1018394
Pliosteostoma lutipinnis,282303
Prionotus nudigula,276286
Pseudogobio esocinus,1022002
Dawkinsia arulius,1021905
Raja straeleni,217400
Rhinoprenes pentanemus,282589
Sanagia velifera,1016243
Scorpaena sonorae,274736
Sicydium brevifile,1019857
Sphyraena guachancho,159814
Stolephorus tri,275328
Taeniurops meyeni,712972
Coptodon camerunensis,1018750
Pseudotrematomus nicolai,NA
Upeneus parvus,159422
Xenocharax spilurus,1020781
Scylla tranquebarica,442833
Calappa calappa,209498
Ibacus peronii,382923
Spirontocaris spinus,107533
Pandalus platyceros,423632
Daphnia cristata,378582
Sicyonia laevigata,377637
Procambarus alleni,885381
Scaeurgus unicirrhus,140607
Doryteuthis pleii,574543
Senilia senilis,225173
Eucallista purpurata,1362684
Hyotissa hyotis,216636
Glossus humanus,140023
Eurhomalea rufa,507645
Leporimetis papyracea,879907
Gibbula philberti,141793
Nodilittorina pyramidalis,437429
Volegalea cochlidium,754350
Unedogemmula indica,1005409
Pulsellum salishorum,344422
Strongylocentrotus intermedius,513570
Actinopyga echinites,208947
Turbinaria ornata,221490
Sardinella fijiensis,400058
Polydactylus mullani,276593
Plectropomus oligacanthus,277891
Cynoponticus coniceps,271797
Poecilopsetta colorata,275848
Venus nux,141935
Stomias longibarbatus,127376
Hyporhamphus picarti,126390
Chromis xanthopterygia,273762
Callionymus persicus,219768
Nematalosa resticularia,217448
Platax pinnatus,218712
Thalassoma hebraicum,212207
Tachypleus tridentatus,238270
Mauremys sinensis,1055804
Osphronemus exodon,1010962
Bythaelurus tenuicephalus,1006810
Oikopleura (Vexillaria) dioica,103407
Hirundichthys speculiger,126387
Puntius puntio,1022797
Pagurus alatus,107230
Depastrum cyathiforme,135313
Gigartina pistillata,145626
Apogonichthyoides melas,712635
Cassiopea medusa,287167
Holothuria (Selenkothuria) lubrica,210902
Sicydium salvini,282781
Negaprion brevirostris,105800
Rutilus frisii,275346
Macquaria ambigua,1020364
Nemadactylus macropterus,281653
Platichthys flesus,127141
Pecten sulcicostatus,214919
Sphyrna tiburo,158517
Hypophthalmichthys molitrix,154319
Trachurus capensis,218444
Notothenia coriiceps,234679
Paralichthys californicus,275809
Mytilus galloprovincialis,140481
Hypostomus watwata,1022348
Gavia arctica,137186
Hippasteria phrygiana,124043
Chlamydoselachus africana,474887
Lepidochelys kempii,137208
Acanthoplesiops hiatti,276756
Aidablennius sphynx,126760
Amphiprion akindynos,278392
Aphredoderus sayanus,1026973
Carlarius latiscutatus,1525989
Aulonocranus dewindti,1026857
Bathophilus digitatus,127330
Bergiaria platana,1526071
Brycon orthotaenia,1020358
Canthigaster amboinensis,219935
Centrophorus harrissoni,271617
Characodon lateralis,1020858
Choridactylus multibarbus,212573
Coccotropsis gymnoderma,209278
Cottinella boulengeri,1018431
Cynodon gibbus,280466
Hemitrygon laosensis,1524126
Diplospinus multistriatus,126861
Elops hawaiensis,275404
Erethistoides montana,1014219
Exallias brevis,219286
Genyomyrus donnyi,1019138
Gramma loreto,280932
Haemulon sexfasciatum,275736
Pareiorhaphis cameroni,1526125
Histiophryne bougainvilli,281080
Hypsopanchax catenatus,1012323
Kathala axillaris,281216
Rhynchocypris czekanowskii,1019786
Lepthoplosternum altamazonicum,1010631
Chelon tricuspidens,1042833
Macrochirichthys macrochirus,1018531
Mesoborus crocodilus,1018948
Morone chrysops,422560
Nannothrissa parva,1017115
Neoniphon argenteus,217931
Noturus insignis,1022572
Orectolobus ornatus,281932
Pangio agma,1525867
Paraploactis kagoshimensis,282092
Pempheris vanicolensis,218701
Phyllophichthus xenodontus,217592
Pliotrema warreni,217372
Prionotus paralatus,276287
Pseudogobiopsis oligactis,320705
Barbodes binotatus,1014769
Amblyraja taaf,234766
Rhinoptera bonasus,158544
Sandelia bainsii,1021156
Scorpaenichthys marmoratus,282726
Sicyopterus lagocephalus,219562
Sphyraena helleri,212055
Stolephorus waitei,212282
Tahuantinsuyoa macantzatza,1011842
Heterotilapia cessiana,1051728
Pseudotrematomus scotti,NA
Upeneus sulphureus,218690
Xenochromis hecqui,1019031
Thalamita spinimana,NA
Calappa philargius,209500
Parribacus antarcticus,210364
Nematocarcinus africanus,240822
Plesionika narval,107662
Daphnia gessneri,NA
Atyopsis moluccensis,586093
Procambarus bivittatus,877650
Tetracheledone spinicirrhus,342400
Doryteuthis opalescens,574540
Anomia ephippium,138748
Anomalocardia flexuosa,215265
Hyotissa fisheri,NA
Glycymeris gigantea,504514
Gafrarium dispar,208527
Omala hyalina,606121
Steromphala rarilineata,1039847
Tectarius coronatus,446936
Volema myristica,567143
Turricula javana,435104
Crepidula fornicata,138963
Mesocentrotus franciscanus,591102
Actinopyga miliaris,208949
Dictyopteris polypodioides,145360
Sepia hierredda,342138
Polydactylus multiradiatus,276594
Brama japonica,273148
Lophius gastrophysus,159185
Nibea soldado,281755
Hyporhamphus intermedius,272183
Bathophilus brevis,127329
Prognichthys gibbifrons,277924
Stegastes imbricatus,276671
Callionymus sagitta,219775
Laeops guentheri,278069
Plectorhinchus gibbosus,218539
Synodus jaculum,217673
Carcinoscorpius rotundicauda,238267
Saccharina longissima,377086
Sebastiscus tertius,282739
Chimaera buccanigella,1042810
Oikopleura (Coecaria) longicauda,103414
Brotula ordwayi,275890
Ballerus sapa,1014943
Pagurus pubescens,107240
Abietinaria abietina,117870
Ceramium virgatum,178915
Acropoma argentistigma,278048
Priapulus caudatus,101160
Holothuria (Holothuria) mammata,124512
Cyclopsetta fimbriata,158795
Sphyrna lewini,105816
Scardinius erythrophthalmus,154165
Perca fluviatilis,151353
Latridopsis ciliaris,281277
Pseudopleuronectes americanus,158885
Pecten novaezelandiae,393937
Sphyrna mokarran,105817
Parabramis pekinensis,1013562
Trachurus trecae,126823
Gobionotothen angustifrons,234636
Balistes capriscus,154721
Perna perna,140483
Hypostomus ventromaculatus,281125
Gavia immer,137187
Ceramaster patagonicus,213335
Lusepiola trirostrata,1437798
Lepidochelys olivacea,220293
Acanthopoma annectens,1019536
Ailia coila,279526
Amphistichus argenteus,279594
Aphyocharacidium melandetum,1017619
Neoarius leptaspis,281674
Aulopareia cyanomos,NA
Bathophilus nigerrimus,127331
Bertella idiomorpha,279907
Brycon melanopterus,1463292
Capoeta capoeta,1026485
Centrophorus moluccensis,215598
Charax condei,1526405
Chorisochismus dentex,219755
Cochlefelis danielsi,280229
Cottiusculus gonez,280406
Cynoglossus abbreviatus,274192
Bathytoshia lata,1018707
Diplotaxodon greenwoodi,1010556
Elops lacerta,275405
Eretmodus cyanostictus,1019145
Exechodontes daidaleus,280768
Geophagus brasiliensis,NA
Grammatobothus polyophthalmus,280936
Haemulon steindachneri,275738
Hemiramphus far,126389
Histiopterus typus,218772
Hypsophrys nicaraguensis,1017636
Kathetostoma albigutta,159255
Lagusia micracanthus,281268
Parabotia curtus,1021972
Lobianchia dofleini,158900
Macrodontogobius wilburi,219511
Mesocottus haitej,1020672
Labeo chrysophekadion,1020116
Nanochromis consortus,1012777
Neonoemacheilus labeosus,1012279
Noturus phaeus,1383626
Orectolobus wardi,281933
Panna microdon,281987
Paraplotosus albilabris,282097
Penetopteryx nanus,278462
Phyllophryne scortea,282253
Plotosus canius,278694
Prionotus punctatus,276288
Pseudogobius avicennia,282423
Pethia conchonius,991302
Dipturus teevani,271560
Rhinoptera brasiliensis,271495
Sander volgensis,275312
Scorpaenodes africanus,274742
Sicyopterus stimpsoni,277438
Sphyraena idiastes,273981
Stolothrissa tanganicae,1017071
Takifugu alboplumbeus,278412
Coptodon coffea,1013211
Pseudotrematomus tokarevi,NA
Upeneus sundaicus,273673
Xenoclarias eupogon,1013933
Charybdis affinis,NA
Discoplax longipes,444445
Parribacus caledonicus,382925
Ogyrides orientalis,395012
Plesionika spinipes,515521
Daphnia retrocurva,593147
Rhynchocinetes durbanensis,212926
Astacopsis gouldi,885533
Octopoteuthis sicula,181379
Loliolus beka,410369
Anomia peruviana,504259
Callista chione,141906
Neopycnodonte cochlear,140048
Glycymeris glycymeris,140025
Gafrarium divaricatum,362562
Senegona senegambiensis,849069
Phorcus richardi,141831
Tectarius pagodus,446939
Hemifusus colosseus,567150
Turris babylonia,435126
Patella vulgata,140685
Actinopyga palauensis,241773
Holothuria atra,1672768
Fucus virsoides,145549
Solea aegyptiaca,127158
Polydactylus nigripinnis,276595
Lagocephalus sceleratus,219954
Stromateus stellatus,273999
Phalacronotus micronemus,1015059
Hippocampus comes,275191
Bathophilus pawneei,127332
Oxyporhamphus micropterus,217871
Abudefduf taurus,273701
Diplogrammus pygmaeus,276336
Paraplagusia bilineata,219858
Plectorhinchus lineatus,273489
Sparisoma atomarium,273771
Bohadschia subrubra,210770
Sebastes chlorostictus,274781
Artediellus atlanticus,127193
Chimaera didierae,1042808
Oikopleura (Vexillaria) vanhoeffeni,103417
Holocentrus rufus,276189
Arius africanus,214562
Anapagurus laevis,107218
Hydrallmania falcata,117890
Ceramium tenuicorne,144569
Sillago bassensis,273936
Porania (Porania) pulvillus,125166
Holothuria (Theelothuria) paraprinceps,241867
Ancylopsetta kumperae,276009
Mustelus henlei,271386
Leuciscus idus,154324
Sander canadensis,723270
Parapercis colias,276989
Pegusa lascaris,127156
Argopecten gibbus,394271
Mustelus schmitti,271393
Leptobarbus hoevenii,1021785
Decapterus punctatus,126808
Paranotothenia magellanica,234645
Takifugu vermicularis,278431
Perna canaliculus,397169
Epinephelus longispinis,218221
Gavia stellata,137188
Benthopecten pikei,380760
Chiloscyllium hasseltii,277830
Xenopus muelleri,1670922
Acanthopsetta nadeshnyi,279481
Aioliops novaeguineae,279529
Anabarilius polylepis,1018613
Aphyocharax erythrurus,1017543
Arius manillensis,275580
Aulopus filamentosus,126335
Bathophilus vaillanti,127333
Beryx decadactylus,126394
Brycon nattereri,1020342
Capoeta damascina,862540
Centrophorus tessellatus,271619
Chascanopsetta crumenalis,278147
Chriodorus atherinoides,280164
Cociella crocodilus,398453
Cottocomephorus grewingkii,280408
Cynoglossus arel,274193
Neotrygon leylandi,398331
Diproctacanthus xanthurus,NA
Elops machnata,212252
Ereunias grallator,280697
Paraclinus asper,1804065
Geotria australis,234686
Grammatonotus crosnieri,280937
Bythaelurus alcockii,475053
Hemiramphus marginatus,220013
Histrio histrio,126533
Pleuronichthys guttulatus,293680
Kaupichthys hyoproroides,158576
Laides hexanema,1021714
Leptobrama muelleri,281313
Lobocheilos bo,1470720
Macrognathus aculeatus,281479
Mesogobius batrachocephalus,126909
Moxostoma congestum,1021624
Nansenia ardesiaca,272924
Neoodax balteatus,281694
Noturus placidus,1013248
Oregonichthys crameri,1018202
Pantanodon podoxys,NA
Parapocryptes rictuosus,282100
Acanthaluteres vittiger,279464
Phyllopteryx taeniolatus,282254
Plotosus limbatus,217660
Prionurus biafraensis,282344
Pseudogramma gregoryi,278293
Dawkinsia filamentosa,1021856
Dipturus tengu,271561
Rhinoptera javanica,217429
Sanopus astrifer,282657
Scorpaenodes parvipinnis,218100
Sicyopus auxilimentus,282782
Sphyraena jello,212045
Stomatepia mariae,1015916
Takifugu porphyreus,278424
Coptodon congicus,NA
Pseudotrematomus vicarius,NA
Upeneus tragula,218689
Xenocypris macrolepis,1015911
Charybdis anisodon,NA
Tuerkayana rotundum,1329347
Parribacus holthuisi,382926
Cryphiops caementarius,NA
Plesionika martia,107661
Megokris granulosus,377464
Macrobrachium hancocki,587248
Procambarus fallax,885421
Taningia danae,140609
Heterololigo bleekeri,574562
Pododesmus macrochisma,758426
Chione cancellata,397040
Hemidonax donaciformis,505392
Glycymeris maculata,504494
Gafrarium tumidum,208528
Peronaea strigosa,878307
Steromphala umbilicaris,1039840
Cerithium coralium,473098
Brunneifusus ternatanus,1310082
Oxymeris maculata,447359
Fabulina fabula,146907
Actinopyga spinea,241774
Holothuria fuscogilva,NA
Sargassum vulgare,NA
Sebastes brevispinis,274778
Polydactylus octonemus,159852
Melanonus zugmayeri,126483
Balaenoptera bonaerensis,231405
Sepia vermiculata,225551
Calonectris edwardsii,759340
Chauliodus pammelas,275057
Cheilopogon cyanopterus,217862
Abudefduf sordidus,212888
Draculo shango,277897
Pseudorhombus malayanus,277082
Pomacanthus semicirculatus,220003
Sargocentron violaceum,217943
Actinopyga lecanora,208952
Sebastes carnatus,274779
Gymnocanthus tricuspis,127198
Chimaera willwatchi,1042811
Sargassum muticum,494791
Serranus huascarii,273898
Pachypterus atherinoides,319960
Anapagurus chiroacanthus,107215
Thuiaria thuja,117940
Pterothamnion plumula,144683
Sillago robusta,273952
Leptasterias (Leptasterias) muelleri,125158
Holothuria (Roweothuria) poli,124525
Gymnachirus texae,275996
Mustelus asterias,105821
Labeo calbasu,281238
Gymnocephalus cernua,405451
Trachinus draco,127082
Austroglossus microlepis,219822
Argopecten ventricosus,394270
Mustelus mustelus,105822
Mylopharyngodon piceus,594789
Decapterus russelli,218427
Nototheniops nudifrons,313402
Lophius piscatorius,126555
Aulacomya atra,505963
Epinephelus faveatus,218219
Gulosus aristotelis,1704278
Psilaster acuminatus,178709
Chiloscyllium burmense,277828
Hydrophis curtus,1377536
Acanthopsoides delphax,1384003
Akarotaxis nudiceps,234600
Anableps anableps,279598
Aphyocypris chinensis,1020685
Arius platystomus,NA
Aulopyge huegelii,1059780
Bathyaethiops breuseghemi,1014477
Betta splendens,862539
Brycon orbignyanus,1014233
Capoetobrama kuschakewitschi,1020217
Centrophryne spinulosa,126536
Chaenogobius annularis,1020086
Chriolepis fisheri,280169
Cocotropus masudai,277965
Cottunculus microps,127235
Cynoglossus bilineatus,219846
Fontitrygon margarita,1042838
Dipterygonotus balteatus,219997
Elops senegalensis,275406
Conocara nigrum,272870
Exochochromis anagenys,1011572
Gephyroberyx darwinii,126401
Grammatostomias flagellibarba,127353
Halaelurus boesemani,217638
Hemirhamphodon chrysopunctatus,281031
Pterocryptis taytayensis,1016543
Embiotoca caryi,NA
Kaupus costatus,281217
Laiphognathus multimaculatus,219305
Leptocharacidium omospilus,1011040
Lobochilotes labiata,1019201
Macroparalepis affinis,126356
Mesonauta festivus,1022351
Moxostoma erythrurum,1022856
Narcetes erimelas,126705
Allotoca catarinae,1014717
Noturus stigmosus,1013249
Oreichthys cosuatis,1026491
Pantodon buchholzi,1019063
Parapriacanthus elongatus,276975
Pennahia macrocephalus,282197
Physiculus dalwigki,126498
Plotosus lineatus,217659
Pristella maxillaris,1467890
Pseudohowella intermedia,282431
Hypselobarbus jerdoni,1020642
Rostroraja texana,1670925
Rhinoptera jayakari,271496
Sarcocheilichthys nigripinnis,1016343
Scorpaenopsis cacopsis,277519
Gymnothorax pictus,217491
Sphyraena obtusata,212056
Stomatorhinus ater,1016404
Talismania bifurcata,272884
Coptodon dageti,1013177
Triacanthodes anomalus,277024
Upeneus vittatus,218691
Brachygenys jessiae,1577331
Charybdis annulata,NA
Ocypode cordimana,207585
Parribacus japonicus,382927
Palaemon annandalei,932367
Plesionika edwardsii,107656
Rimapenaeus pacificus,377579
Macrobrachium occidentale,587416
Procambarus hayi,885429
Ocythoe tuberculata,140610
Uroteuthis chinensis,410410
Anadara notabilis,420712
Lirophora kellettii,708794
Panopea glycimeris,140106
Glycymeris ovata,504506
Macridiscus aequilatera,558426
Pitar tumens,225550
Steromphala varia,1039845
Cerithium echinatum,216669
Pleuroploca trapezium,217071
Hastula hectica,217087
Eubalaena glacialis,159023
Sipunculus nudus,NA
Bohadschia argus,210768
Lessonia flavicans,499773
Sebastes proriger,274838
Polydactylus oligodon,276596
Pteraclis veliferum,1841087
Orcaella heinsohni,343990
Austrorossia australis,342277
Fratercula arctica,137131
Eustomias achirus,158848
Cheilopogon melanurus,272157
Abudefduf vaigiensis,212879
Synchiropus phaeton,126798
Symphurus macrophthalmus,274254
Pomacentrus aquilus,212983
Pterocaesio tile,213656
Holothuria arenacava,1672776
Sebastes levis,274812
Triglops pingelii,127207
Etmopterus alphus,1043612
Lomentaria clavellosa,145825
Hemanthias signifer,275931
Ailiichthys punctata,1020479
Afruca tangeri,955160
Acanella rigida,286303
Rhodomela confervoides,144854
Branchiostegus sawakinensis,218372
Caulerpa nummularia,371835
Holothuria (Selenkothuria) portovallartensis,241853
Atherinomorus stipes,272038
Pseudotriakis microdon,105805
Cirrhinus molitorella,1026709
Lopholatilus chamaeleonticeps,159406
Eleginops maclovinus,280634
Austroglossus pectoralis,219821
Chlamys islandica,140692
Galeorhinus galeus,105820
Carlarius heudelotii,712438
Caranx crysos,126802
Patagonotothen brevicauda,234751
Lophius americanus,159184
Arctica islandica,138802
Aspistor quadriscutis,279757
Phalacrocorax carbo,137179
Plutonaster knoxi,291700
Eumandya parva,1437794
Natator depressus,344093
Acheilognathus asmussii,1020529
Pseudobagarius fuscus,1010780
Schroederobatis americana,1486841
Paraphyonus brevidorsalis,1805558
Hexanematichthys sagor,281076
Aulorhynchus flavidus,279839
Bathyagonus alascanus,254503
Bhanotia fasciolata,279908
Brycon pesu,1022030
Caprichromis liemi,1012283
Centropogon australis,280056
Chasmistes cujus,1383103
Chrionema chlorotaenia,280175
Coilia brachygnathus,279077
Cottus amblystomopsis,274367
Cynoglossus canariensis,274196
Fontitrygon margaritella,1042839
Diptychus maculatus,1012518
Microstomus bathybius,305684
Ericentrus rubrus,280699
Exocoetus volitans,126385
Gephyrochromis lawsi,1013944
Grammatotria lemairii,1383111
Halaelurus buergeri,278697
Hemiscyllium freycineti,281035
Holacanthus clarionensis,276013
Hypsypops rubicundus,281130
Kelloggella cardinalis,279212
Lamnostoma polyophthalmus,1577938
Leptocharias smithii,105804
Lobotes surinamensis,126973
Macropharyngodon bipartitus,219032
Mesopristes argenteus,279088
Moxostoma macrolepidotum,593217
Narcine brasiliensis,157866
Neoopisthopterus tropicus,281696
Novaculoides macrolepidotus,593553
Oreochromis alcalicus,1605298
Pantolabus radiatus,281991
Parapristipoma trilineatum,273480
Pennahia pawak,282199
Physiculus japonicus,272496
Plotosus nkunga,217656
Pristigaster cayana,282351
Pseudojuloides atavai,276703
Systomus orphoides,1022236
Rostroraja velezi,1605277
Rhinoptera marginata,105862
Sarcoglanis simplex,1013414
Scorpaenopsis cirrosa,277520
Gymnothorax thyrsoideus,271889
Sphyraena borealis,159813
Stomias boa,127374
Mugilogobius cagayanensis,1015010
Coptodon deckerti,1013402
Triacanthus biaculeatus,283034
Hemipsilichthys gobio,1020406
Xenodermichthys copei,126714
Charybdis truncata,NA
Calappa granulata,107268
Parribacus perlatus,382928
Palaemon carinicauda,932368
Plesionika acanthonotus,107654
Megokris sedili,377466
Macrobrachium rathbunae,587526
Procambarus hirsutus,885432
Hyaloteuthis pelagica,342337
Lolliguncula diomedeae,410373
Anadara similis,504295
Megapitaria maculata,863029
Isognomon alatus,420736
Glycymeris pilosa,156105
Marcia hiantina,216583
Tivela tripla,225609
Jujubinus exasperatus,141807
Cerithium nodulosum,139062
Fusinus colus,208605
Cassis tuberosa,224977
Eubalaena australis,220222
Nephtys hombergii,130359
Bohadschia marmorata,210762
Dictyopteris plagiogramma,145359
Nuttallia obscurata,397157
Polydactylus persicus,276598
Pterycombus petersii,221419
Caranx fischeri,273273
Sebastes oculatus,274829
Fulmarus glacialis,137195
Eustomias dendriticus,275086
Cheilopogon milleri,272158
Dascyllus reticulatus,212844
Labrisomus nuchipinnis,281260
Solea stanalandi,274312
Pomacentrus leptus,212969
Pterocaesio capricornis,213660
Stichopus herrmanni,210906
Geryon trispinosus,107374
Achirus scutum,279495
Etmopterus viator,712382
Anchovia surinamensis,279609
Hemanthias peruanus,275930
Gymnothorax conspersus,158582
Pilumnus hirtellus,107418
Agaricia agaricites,287911
Leptosiphonia brodiei,1340377
Arripis truttacea,279694
Ulva pseudorotundata,841671
Holothuria (Semperothuria) roseomaculata,744893
Atherinella brasiliensis,279797
Somniosus microcephalus,105919
Cirrhinus mrigala,314143
Rachycentron canadum,127006
