assessment_id,group,sis_taxon_id,sciname,redlist_version,redlist_category,assessed_year,scope
263679338,birds,22678271,Nothura darwinii,3.1,LC,2024,Global
263679535,birds,22681344,Celeus flavus,3.1,LC,2024,Global
263679785,birds,22678259,Nothoprocta pentlandii,3.1,LC,2024,Global
263679981,birds,22687474,Trochilus scitulus,3.1,LC,2024,Global
263680150,birds,61999582,Hypnelus ruficollis,3.1,LC,2024,Global
263680355,birds,22678262,Nothoprocta cinerascens,3.1,LC,2024,Global
263680565,birds,22688489,Tyto rosenbergii,3.1,LC,2024,Global
263680750,birds,22678254,Nothoprocta ornata,3.1,LC,2024,Global
263680944,birds,22682337,Chelidoptera tenebrosa,3.1,LC,2024,Global
263681193,birds,22681314,Micropternus brachyurus,3.1,LC,2024,Global
263681488,birds,22689512,Asio abyssinicus,3.1,LC,2024,Global
263681710,birds,22683368,Todiramphus recurvirostris,3.1,LC,2024,Global
263681968,birds,22678299,Tinamotis pentlandii,3.1,LC,2024,Global
263682161,birds,22682396,Lophoceros alboterminatus,3.1,LC,2024,Global
263682441,birds,22684441,Guira guira,3.1,LC,2024,Global
263682705,birds,22726426,Colaptes rupicola,3.1,LC,2024,Global
263682907,birds,22683422,Todiramphus saurophagus,3.1,LC,2024,Global
263683122,birds,22678302,Tinamotis ingoufi,3.1,LC,2024,Global
263683298,birds,22689555,Aegotheles cristatus,3.1,LC,2024,Global
263683500,birds,22682388,Tockus jacksoni,3.1,LC,2024,Global
263683694,birds,22678289,Eudromia elegans,3.1,LC,2024,Global
263683910,birds,22682392,Tockus deckeni,3.1,LC,2024,Global
263684103,birds,22690584,Macropygia mackinlayi,3.1,LC,2024,Global
263684291,birds,22678294,Eudromia formosa,3.1,LC,2024,Global
263684458,birds,22678283,Nothura boraquira,3.1,LC,2024,Global
263684657,birds,22688522,Tyto longimembris,3.1,LC,2024,Global
263684970,birds,22696719,Anhinga novaehollandiae,3.1,LC,2024,Global
263685196,birds,22682384,Tockus leucomelas,3.1,LC,2024,Global
263685424,birds,22683399,Todiramphus chloris,3.1,LC,2024,Global
263685886,birds,22689723,Chordeiles nacunda,3.1,LC,2024,Global
263686133,birds,22690747,Zenaida auriculata,3.1,LC,2024,Global
263686557,birds,22685628,Primolius auricollis,3.1,LC,2024,Global
263686770,birds,22680512,Turnix maculosus,3.1,LC,2024,Global
263686966,birds,22690724,Geopelia humeralis,3.1,LC,2024,Global
263687168,birds,22695845,Geranoaetus melanoleucus,3.1,LC,2024,Global
263687418,birds,22680539,Turnix tanki,3.1,LC,2024,Global
263687739,birds,22727641,Phodilus badius,3.1,LC,2024,Global
263688022,birds,22683616,Megaceryle maxima,3.1,LC,2024,Global
263688534,birds,22680542,Turnix ocellatus,3.1,LC,2024,Global
263688709,birds,22686677,Hirundapus caudacutus,3.1,LC,2024,Global
263689132,birds,22690768,Columbina squammata,3.1,LC,2024,Global
263689373,birds,103658612,Cercomacroides fuscicauda,3.1,LC,2024,Global
263689601,birds,22701945,Phlegopsis nigromaculata,3.1,LC,2024,Global
263689790,birds,22689656,Eurostopodus argus,3.1,LC,2024,Global
263690013,birds,22678389,Penelope obscura,3.1,LC,2024,Global
263690218,birds,22684528,Pseudeos fuscata,3.1,LC,2024,Global
263690487,birds,22713658,Phragmacia substriata,3.1,LC,2024,Global
263690676,birds,22686576,Aerodramus inquietus,3.1,LC,2024,Global
263690831,birds,22707514,Tchagra tchagra,3.1,LC,2024,Global
263691018,birds,22686573,Aerodramus pelewensis,3.1,LC,2024,Global
263691188,birds,22707518,Laniarius ruficeps,3.1,LC,2024,Global
263691358,birds,22726497,Hylatomus fuscipennis,3.1,LC,2024,Global
263691587,birds,22725531,Turnix nanus,3.1,LC,2024,Global
263691899,birds,61915442,Otus pamelae,3.1,LC,2024,Global
263692009,birds,22707505,Tchagra australis,3.1,LC,2024,Global
263692372,birds,103774747,Camaroptera harterti,3.1,LC,2024,Global
263692569,birds,22690719,Geopelia placida,3.1,LC,2024,Global
263692781,birds,22707495,Tchagra senegalus,3.1,LC,2024,Global
263693267,birds,22685585,Orthopsittaca manilatus,3.1,LC,2024,Global
263693539,birds,22714664,Helopsaltes certhiola,3.1,LC,2024,Global
263693942,birds,22686610,Aerodramus maximus,3.1,LC,2024,Global
263694166,birds,22689685,Lyncornis temminckii,3.1,LC,2024,Global
263694359,birds,22700380,Rhytipterna immunda,3.1,LC,2024,Global
263694556,birds,22736220,Cinclodes albiventris,3.1,LC,2024,Global
263694736,birds,22687618,Amazilis amazilia,3.1,LC,2024,Global
263694949,birds,22683196,Dacelo tyro,3.1,LC,2024,Global
263695131,birds,22706522,Coracina papuensis,3.1,LC,2024,Global
263695352,birds,22687296,Chlorestes notata,3.1,LC,2024,Global
263695602,birds,22714719,Acrocephalus concinens,3.1,LC,2024,Global
263695848,birds,22689332,Athene brama,3.1,LC,2024,Global
263696108,birds,22711646,Anthoscopus parvulus,3.1,LC,2024,Global
263696378,birds,22684212,Centropus spilopterus,3.1,LC,2024,Global
263696546,birds,22713684,Drymocichla incana,3.1,LC,2024,Global
263696751,birds,22684215,Centropus bernsteini,3.1,LC,2024,Global
263696908,birds,22731092,Melaniparus leucomelas,3.1,LC,2024,Global
263697172,birds,22681144,Veniliornis mixtus,3.1,LC,2024,Global
263697369,birds,22711639,Anthoscopus punctifrons,3.1,LC,2024,Global
263697623,birds,22706519,Coracina leucopygia,3.1,LC,2024,Global
263697794,birds,22701611,Formicivora rufa,3.1,LC,2024,Global
263697996,birds,22682159,Ramphastos cuvieri,3.1,LC,2024,Global
263698247,birds,22736215,Cinclodes fuscus,3.1,LC,2024,Global
263698431,birds,22688290,Chaetocercus jourdanii,3.1,LC,2024,Global
263698617,birds,22714709,Acrocephalus bistrigiceps,3.1,LC,2024,Global
263698915,birds,22682203,Galbula galbula,3.1,LC,2024,Global
263699149,birds,22711625,Remiz coronatus,3.1,LC,2024,Global
263699457,birds,22679131,Galloperdix spadicea,3.1,LC,2024,Global
263699624,birds,22699337,Serpophaga hypoleuca,3.1,LC,2024,Global
263699823,birds,22684249,Centropus grillii,3.1,LC,2024,Global
263700210,birds,22713680,Malcorus pectoralis,3.1,LC,2024,Global
263700390,birds,22687321,Chlorostilbon lucidus,3.1,LC,2024,Global
263700673,birds,22711632,Remiz consobrinus,3.1,LC,2024,Global
263700902,birds,22681184,Veniliornis callonotus,3.1,LC,2024,Global
263701080,birds,22700365,Casiornis fuscus,3.1,LC,2024,Global
263701238,birds,22684254,Centropus bengalensis,3.1,LC,2024,Global
263701535,birds,22707524,Laniarius luehderi,3.1,LC,2024,Global
263701795,birds,22731073,Terpsiphone rufiventer,3.1,LC,2024,Global
263702194,birds,22683230,Pelargopsis melanorhyncha,3.1,LC,2024,Global
263702397,birds,22713671,Prinia erythroptera,3.1,LC,2024,Global
263702734,birds,22679134,Galloperdix lunulata,3.1,LC,2024,Global
263702893,birds,22700357,Casiornis rufus,3.1,LC,2024,Global
263703122,birds,22725205,Bambusicola sonorivox,3.1,LC,2024,Global
263703311,birds,103707122,Telophorus viridis,3.1,LC,2024,Global
263703569,birds,22728265,Ptilinopus ponapensis,3.1,LC,2024,Global
263703771,birds,22699334,Serpophaga nigricans,3.1,LC,2024,Global
263704002,birds,22679114,Bambusicola fytchii,3.1,LC,2024,Global
263704231,birds,22728271,Ptilinopus fasciatus,3.1,LC,2024,Global
263704441,birds,22713595,Prinia sylvatica,3.1,LC,2024,Global
263704633,birds,104012371,Acrocephalus mendanae,3.1,LC,2024,Global
263704813,birds,22684240,Centropus viridis,3.1,LC,2024,Global
263704993,birds,22725191,Bambusicola thoracicus,3.1,LC,2024,Global
263705197,birds,22700284,Fluvicola nengeta,3.1,LC,2024,Global
263705407,birds,22684229,Centropus sinensis,3.1,LC,2024,Global
263705724,birds,22707455,Dryoscopus gambensis,3.1,LC,2024,Global
263706097,birds,22679110,Ptilopachus petrosus,3.1,LC,2024,Global
263706423,birds,22699251,Pseudelaenia leucospodia,3.1,LC,2024,Global
263706594,birds,22695421,Kaupifalco monogrammicus,3.1,LC,2024,Global
263707007,birds,22700279,Fluvicola albiventer,3.1,LC,2024,Global
263707226,birds,22688241,Myrtis fanny,3.1,LC,2024,Global
263707429,birds,22706421,Oriolus larvatus,3.1,LC,2024,Global
263707761,birds,22683121,Ceyx pusillus,3.1,LC,2024,Global
263707973,birds,22707446,Lanioturdus torquatus,3.1,LC,2024,Global
263708157,birds,22734059,Helopsaltes amnicola,3.1,LC,2024,Global
263708353,birds,22688248,Myrmia micrura,3.1,LC,2024,Global
263708517,birds,22707433,Aegithina tiphia,3.1,LC,2024,Global
263708840,birds,22732009,Asthenes arequipae,3.1,LC,2024,Global
263709017,birds,22701558,Herpsilochmus sellowi,3.1,LC,2024,Global
263709289,birds,22701546,Myrmorchilus strigilatus,3.1,LC,2024,Global
263709468,birds,22700266,Hymenops perspicillatus,3.1,LC,2024,Global
263709733,birds,22689258,Glaucidium nana,3.1,LC,2024,Global
263709968,birds,22702314,Synallaxis hypospodia,3.1,LC,2024,Global
263710153,birds,22706415,Oriolus monacha,3.1,LC,2024,Global
263710268,birds,22683117,Alcedo coerulescens,3.1,LC,2024,Global
263710519,birds,22713572,Prinia polychroa,3.1,LC,2024,Global
263710718,birds,22682084,Selenidera piperivora,3.1,LC,2024,Global
263710925,birds,103766614,Sylvietta brachyura,3.1,LC,2024,Global
263711225,birds,22695393,Circus cinereus,3.1,LC,2024,Global
263711486,birds,22702311,Synallaxis albigularis,3.1,LC,2024,Global
263711673,birds,22686181,Pionus maximiliani,3.1,LC,2024,Global
263711878,birds,22700261,Knipolegus lophotes,3.1,LC,2024,Global
263712064,birds,61686959,Trogon violaceus,3.1,LC,2024,Global
263712313,birds,22728223,Scleroptila shelleyi,3.1,LC,2024,Global
263712573,birds,22700315,Satrapa icterophrys,3.1,LC,2024,Global
263712831,birds,22730259,Campethera bennettii,3.1,LC,2024,Global
263713069,birds,22699292,Elaenia ruficeps,3.1,LC,2024,Global
263713265,birds,22683156,Corythornis madagascariensis,3.1,LC,2024,Global
263713439,birds,22699289,Elaenia cristata,3.1,LC,2024,Global
263713643,birds,22728215,Scleroptila whytei,3.1,LC,2024,Global
263713867,birds,22713626,Prinia maculosa,3.1,LC,2024,Global
263714070,birds,22695445,Micronisus gabar,3.1,LC,2024,Global
263714512,birds,22707482,Bocagia minuta,3.1,LC,2024,Global
263714851,birds,22733334,Thamnophilus stictocephalus,3.1,LC,2024,Global
263715022,birds,22732064,Locustella alishanensis,3.1,LC,2024,Global
263715187,birds,22689290,Glaucidium capense,3.1,LC,2024,Global
263715473,birds,22714641,Achaetops pycnopygius,3.1,LC,2024,Global
263715652,birds,22695438,Melierax canorus,3.1,LC,2024,Global
263715868,birds,22702354,Synallaxis gujanensis,3.1,LC,2024,Global
263716099,birds,22695431,Melierax poliopterus,3.1,LC,2024,Global
263716304,birds,22714647,Sphenoeacus afer,3.1,LC,2024,Global
263716504,birds,22685371,Loriculus beryllinus,3.1,LC,2024,Global
263716689,birds,22706455,Sphecotheres vieilloti,3.1,LC,2024,Global
263716881,birds,22729402,Upupa marginata,3.1,LC,2024,Global
263717073,birds,22700312,Gubernetes yetapa,3.1,LC,2024,Global
263717271,birds,22693567,Chionis minor,3.1,LC,2024,Global
263717459,birds,22713622,Prinia flavicans,3.1,LC,2024,Global
263717670,birds,22685376,Loriculus philippensis,3.1,LC,2024,Global
263717863,birds,22734102,Batis erlangeri,3.1,LC,2024,Global
263718124,birds,22693556,Chionis albus,3.1,LC,2024,Global
263718367,birds,22713611,Prinia somalica,3.1,LC,2024,Global
263718555,birds,22690484,Streptopelia vinacea,3.1,LC,2024,Global
263718876,birds,103673405,Asthenes wyatti,3.1,LC,2024,Global
263719235,birds,22714634,Melocichla mentalis,3.1,LC,2024,Global
263719596,birds,22679209,Gallus lafayettii,3.1,LC,2024,Global
263719776,birds,22704394,Ramsayornis modestus,3.1,LC,2024,Global
263720029,birds,22701743,Myrmochanes hemileucus,3.1,LC,2024,Global
263720209,birds,22713615,Prinia inornata,3.1,LC,2024,Global
263720513,birds,22690477,Streptopelia decipiens,3.1,LC,2024,Global
263720914,birds,22707459,Dryoscopus pringlii,3.1,LC,2024,Global
263721096,birds,22679203,Gallus sonneratii,3.1,LC,2024,Global
263721278,birds,22700291,Arundinicola leucocephala,3.1,LC,2024,Global
263721525,birds,22688420,Crinifer zonurus,3.1,LC,2024,Global
263721751,birds,22713604,Prinia socialis,3.1,LC,2024,Global
263721994,birds,22697633,Cathartes melambrotus,3.1,LC,2024,Global
263722229,birds,22713607,Prinia subflava,3.1,LC,2024,Global
263722669,birds,22687449,Hylocharis chrysura,3.1,LC,2024,Global
263722994,birds,22707463,Dryoscopus cubla,3.1,LC,2024,Global
263723275,birds,22682334,Monasa flavirostris,3.1,LC,2024,Global
263723475,birds,22702341,Mazaria propinqua,3.1,LC,2024,Global
263723663,birds,22698707,Smithornis capensis,3.1,LC,2024,Global
263724015,birds,22711740,Poecile superciliosus,3.1,LC,2024,Global
263724176,birds,22678226,Crypturellus brevirostris,3.1,LC,2024,Global
263724372,birds,22707647,Chlorophoneus sulfureopectus,3.1,LC,2024,Global
263724766,birds,62181349,Pionites xanthomerius,3.1,LC,2024,Global
263725014,birds,22725321,Trichoglossus capistratus,3.1,LC,2024,Global
263725246,birds,22700479,Tyrannus niveigularis,3.1,LC,2024,Global
263725464,birds,22678223,Crypturellus variegatus,3.1,LC,2024,Global
263725692,birds,22714816,Acrocephalus atyphus,3.1,LC,2024,Global
263725871,birds,22690426,Streptopelia hypopyrrha,3.1,LC,2024,Global
263726056,birds,22713792,Apalis goslingi,3.1,LC,2024,Global
263726250,birds,103798407,Poodytes punctatus,3.1,LC,2024,Global
263726436,birds,22685312,Poicephalus rufiventris,3.1,LC,2024,Global
263726624,birds,103766657,Sylvietta leucopsis,3.1,LC,2024,Global
263726833,birds,22707638,Chlorophoneus bocagei,3.1,LC,2024,Global
263727068,birds,22684288,Centropus superciliosus,3.1,LC,2024,Global
263727406,birds,22702511,Asthenes modesta,3.1,LC,2024,Global
263727611,birds,22683252,Halcyon cyanoventris,3.1,LC,2024,Global
263727813,birds,22702497,Asthenes ottonis,3.1,LC,2024,Global
263727974,birds,22683255,Halcyon leucocephala,3.1,LC,2024,Global
263728446,birds,22714786,Acrocephalus syrinx,3.1,LC,2024,Global
263728611,birds,22685304,Poicephalus meyeri,3.1,LC,2024,Global
263728903,birds,22713762,Apalis ruddi,3.1,LC,2024,Global
263729108,birds,22684280,Centropus cupreicaudus,3.1,LC,2024,Global
263729335,birds,22736290,Upucerthia dumetaria,3.1,LC,2024,Global
263729521,birds,22689385,Ninox rufa,3.1,LC,2024,Global
263729720,birds,22707623,Rhodophoneus cruentus,3.1,LC,2024,Global
263729932,birds,22684266,Centropus anselli,3.1,LC,2024,Global
263730140,birds,45419842,Psittacella lorentzi,3.1,LC,2024,Global
263730325,birds,22702503,Pseudasthenes cactorum,3.1,LC,2024,Global
263730490,birds,22679144,Ithaginis cruentus,3.1,LC,2024,Global
263730682,birds,22702555,Asthenes humilis,3.1,LC,2024,Global
263730860,birds,22683237,Halcyon badia,3.1,LC,2024,Global
263731122,birds,22714846,Acrocephalus rufescens,3.1,LC,2024,Global
263731426,birds,22688410,Criniferoides leucogaster,3.1,LC,2024,Global
263731639,birds,22702547,Pseudasthenes patagonica,3.1,LC,2024,Global
263731801,birds,22688415,Crinifer piscator,3.1,LC,2024,Global
263732082,birds,22734290,Mirafra erythrocephala,3.1,LC,2024,Global
263732286,birds,22702539,Pseudasthenes humicola,3.1,LC,2024,Global
263732457,birds,22679199,Gallus gallus,3.1,LC,2024,Global
263732837,birds,22700482,Tyrannus albogularis,3.1,LC,2024,Global
263733083,birds,22735520,Geranoaetus polyosoma,3.1,LC,2024,Global
263733378,birds,22702530,Pseudasthenes steinbachi,3.1,LC,2024,Global
263733561,birds,22695581,Accipiter minullus,3.1,LC,2024,Global
263733878,birds,60838951,Aerodramus leucophaeus,3.1,LC,2024,Global
263734111,birds,22705531,Pachycephala monacha,3.1,LC,2024,Global
263734283,birds,22682270,Nystalus maculatus,3.1,LC,2024,Global
263734501,birds,22707580,Laniarius erythrogaster,3.1,LC,2024,Global
263734763,birds,60946473,Oreotrochilus stolzmanni,3.1,LC,2024,Global
263734959,birds,45419833,Psittacella picta,3.1,LC,2024,Global
263735146,birds,22711679,Anthoscopus minutus,3.1,LC,2024,Global
263735337,birds,103684809,Lichmera indistincta,3.1,LC,2024,Global
263735577,birds,22695576,Accipiter erythropus,3.1,LC,2024,Global
263735864,birds,22705534,Pachycephala leucogastra,3.1,LC,2024,Global
263736037,birds,22688396,Corythaixoides concolor,3.1,LC,2024,Global
263736293,birds,22707571,Laniarius ferrugineus,3.1,LC,2024,Global
263736533,birds,22683278,Halcyon chelicuti,3.1,LC,2024,Global
263736958,birds,22705522,Pachycephala aurea,3.1,LC,2024,Global
263737136,birds,22683269,Halcyon malimbica,3.1,LC,2024,Global
263737545,birds,22681222,Veniliornis affinis,3.1,LC,2024,Global
263737756,birds,103670340,Campylorhamphus probatus,3.1,LC,2024,Global
263737936,birds,22707575,Laniarius barbarus,3.1,LC,2024,Global
263738218,birds,22703032,Certhiasomus stictolaemus,3.1,LC,2024,Global
263738483,birds,22700405,Myiarchus swainsoni,3.1,LC,2024,Global
263738803,birds,103675609,Synallaxis stictothorax,3.1,LC,2024,Global
263738972,birds,22703046,Drymornis bridgesii,3.1,LC,2024,Global
263739169,birds,22702448,Cranioleuca albicapilla,3.1,LC,2024,Global
263739345,birds,22702131,Furnarius figulus,3.1,LC,2024,Global
263739531,birds,22734189,Locustella mandelli,3.1,LC,2024,Global
263739731,birds,103776986,Prinia superciliaris,3.1,LC,2024,Global
263739966,birds,22702000,Geositta antarctica,3.1,LC,2024,Global
263740170,birds,22707566,Laniarius bicolor,3.1,LC,2024,Global
263740405,birds,22702006,Geositta crassirostris,3.1,LC,2024,Global
263740571,birds,22705507,Pachycephala flavifrons,3.1,LC,2024,Global
263740739,birds,22701981,Geositta cunicularia,3.1,LC,2024,Global
263740942,birds,22713697,Spiloptila clamans,3.1,LC,2024,Global
263741338,birds,22707554,Laniarius turatii,3.1,LC,2024,Global
263741515,birds,22701984,Geositta maritima,3.1,LC,2024,Global
263741700,birds,22736226,Cinclodes albidiventris,3.1,LC,2024,Global
263741874,birds,22701988,Geositta peruviana,3.1,LC,2024,Global
263742037,birds,22711653,Anthoscopus musculus,3.1,LC,2024,Global
263742235,birds,22701991,Geositta punensis,3.1,LC,2024,Global
263742413,birds,22699365,Stigmatura budytoides,3.1,LC,2024,Global
263742614,birds,22702003,Geositta rufipennis,3.1,LC,2024,Global
263742822,birds,22702491,Asthenes baeri,3.1,LC,2024,Global
263743009,birds,22701994,Geositta saxicolina,3.1,LC,2024,Global
263743170,birds,22706588,Edolisoma sula,3.1,LC,2024,Global
263743342,birds,22702009,Geositta tenuirostris,3.1,LC,2024,Global
263743540,birds,22700442,Myiarchus magnirostris,3.1,LC,2024,Global
263743712,birds,22703155,Lepidocolaptes angustirostris,3.1,LC,2024,Global
263743940,birds,22699423,Polystictus superciliaris,3.1,LC,2024,Global
263744030,birds,22702046,Ochetorhynchus andaecola,3.1,LC,2024,Global
263744347,birds,22702120,Ochetorhynchus melanurus,3.1,LC,2024,Global
263744515,birds,22702494,Asthenes pudibunda,3.1,LC,2024,Global
263744692,birds,22702667,Ochetorhynchus phoenicurus,3.1,LC,2024,Global
263744854,birds,22707601,Laniarius funebris,3.1,LC,2024,Global
263745086,birds,22702034,Ochetorhynchus ruficaudus,3.1,LC,2024,Global
263745268,birds,22699410,Tachuris rubrigastra,3.1,LC,2024,Global
263745472,birds,22729298,Scytalopus simonsi,3.1,LC,2024,Global
263745647,birds,22702487,Asthenes pyrrholeuca,3.1,LC,2024,Global
263745897,birds,22702023,Tarphonomus certhioides,3.1,LC,2024,Global
263746072,birds,22705547,Colluricincla megarhyncha,3.1,LC,2024,Global
263746247,birds,22702012,Tarphonomus harterti,3.1,LC,2024,Global
263746412,birds,22702479,Certhiaxis mustelinus,3.1,LC,2024,Global
263746585,birds,103670009,Xiphorhynchus chunchotambo,3.1,LC,2024,Global
263746781,birds,22699406,Anairetes parulus,3.1,LC,2024,Global
263747022,birds,22713729,Apalis nigriceps,3.1,LC,2024,Global
263747264,birds,22699393,Anairetes reguloides,3.1,LC,2024,Global
263747485,birds,22707586,Laniarius atrococcineus,3.1,LC,2024,Global
263747684,birds,22699397,Anairetes flavirostris,3.1,LC,2024,Global
263747916,birds,22713401,Cisticola njombe,3.1,LC,2024,Global
263748103,birds,22700095,Agriornis lividus,3.1,LC,2024,Global
263748290,birds,22702144,Furnarius rufus,3.1,LC,2024,Global
263748507,birds,103694110,Pericrocotus erythropygius,3.1,LC,2024,Global
263748699,birds,22702128,Furnarius minor,3.1,LC,2024,Global
263748881,birds,22733869,Cranioleuca vulpecula,3.1,LC,2024,Global
263749061,birds,22701090,Ilicura militaris,3.1,LC,2024,Global
263749227,birds,22702114,Cinclodes atacamensis,3.1,LC,2024,Global
263749411,birds,22713383,Cisticola lais,3.1,LC,2024,Global
263749616,birds,22704167,Pycnopygius stictocephalus,3.1,LC,2024,Global
263749796,birds,22700072,Agriornis montanus,3.1,LC,2024,Global
263750070,birds,22700069,Neoxolmis rufiventris,3.1,LC,2024,Global
263750297,birds,22700123,Polioxolmis rufipennis,3.1,LC,2024,Global
263750505,birds,22713440,Cisticola natalensis,3.1,LC,2024,Global
263750918,birds,22730835,Cisticola chubbi,3.1,LC,2024,Global
263751162,birds,22702163,Leptasthenura fuliginiceps,3.1,LC,2024,Global
263751323,birds,22700114,Agriornis murinus,3.1,LC,2024,Global
263751519,birds,22704215,Philemon albitorques,3.1,LC,2024,Global
263751682,birds,22702167,Leptasthenura platensis,3.1,LC,2024,Global
263751868,birds,22713430,Cisticola robustus,3.1,LC,2024,Global
263752145,birds,22713419,Cisticola tinniens,3.1,LC,2024,Global
263752381,birds,22715466,Hyliota australis,3.1,LC,2024,Global
263752607,birds,103783163,Helopsaltes fasciolatus,3.1,LC,2024,Global
263752835,birds,103682812,Ochthoeca fumicolor,3.1,LC,2024,Global
263753041,birds,22707277,Symposiachrus trivirgatus,3.1,LC,2024,Global
263753263,birds,22713411,Cisticola pipiens,3.1,LC,2024,Global
263753468,birds,22705219,Vireo nanus,3.1,LC,2024,Global
263753631,birds,22702147,Furnarius cristatus,3.1,LC,2024,Global
263753811,birds,22713415,Cisticola carruthersi,3.1,LC,2024,Global
263754001,birds,22700104,Agriornis micropterus,3.1,LC,2024,Global
263754230,birds,22715462,Hyliota flavigaster,3.1,LC,2024,Global
263754578,birds,22700027,Xolmis velatus,3.1,LC,2024,Global
263754762,birds,22713340,Cisticola cinereolus,3.1,LC,2024,Global
263754954,birds,22713344,Cisticola ruficeps,3.1,LC,2024,Global
263755164,birds,22717438,Eremophila bilopha,3.1,LC,2024,Global
263755447,birds,22700019,Xolmis coronatus,3.1,LC,2024,Global
263755661,birds,22702068,Upucerthia albigula,3.1,LC,2024,Global
263755831,birds,22713329,Cisticola bodessa,3.1,LC,2024,Global
263756052,birds,22698993,Poecilotriccus latirostris,3.1,LC,2024,Global
263756254,birds,103765827,Eremalauda eremodites,3.1,LC,2024,Global
263756477,birds,22713333,Cisticola chiniana,3.1,LC,2024,Global
263756780,birds,103776094,Cisticola marginatus,3.1,LC,2024,Global
263757156,birds,22700010,Xolmis cinereus,3.1,LC,2024,Global
263757379,birds,22713313,Cisticola nigriloris,3.1,LC,2024,Global
263757579,birds,22702107,Cinclodes nigrofumosus,3.1,LC,2024,Global
263757738,birds,22713370,Cisticola subruficapilla,3.1,LC,2024,Global
263757919,birds,103773990,Calamonastes undosus,3.1,LC,2024,Global
263758123,birds,22702103,Cinclodes taczanowskii,3.1,LC,2024,Global
263758282,birds,22701077,Chiroxiphia pareola,3.1,LC,2024,Global
263758514,birds,22735894,Corvus albus,3.1,LC,2024,Global
263759007,birds,22713355,Cisticola guinea,3.1,LC,2024,Global
263759246,birds,22735884,Certhilauda subcoronata,3.1,LC,2024,Global
263759406,birds,103682880,Ochthoeca superciliosa,3.1,LC,2024,Global
263759591,birds,22699018,Todirostrum maculatum,3.1,LC,2024,Global
263759851,birds,103675711,Synallaxis chinchipensis,3.1,LC,2024,Global
263760016,birds,103718714,Lanius phoenicuroides,3.1,LC,2024,Global
263760654,birds,22700035,Xolmis irupero,3.1,LC,2024,Global
263760880,birds,103777078,Prinia khasiana,3.1,LC,2024,Global
263761089,birds,22702082,Cinclodes comechingonus,3.1,LC,2024,Global
263761261,birds,22702088,Cinclodes oustaleti,3.1,LC,2024,Global
263761461,birds,103765809,Eremalauda dunni,3.1,LC,2024,Global
263761664,birds,103776144,Cisticola haematocephalus,3.1,LC,2024,Global
263761869,birds,22713530,Cisticola dambo,3.1,LC,2024,Global
263762044,birds,22715707,Pterorhinus sannio,3.1,LC,2024,Global
263762267,birds,22702266,Asthenes moreirae,3.1,LC,2024,Global
263762446,birds,22712634,Pycnonotus jocosus,3.1,LC,2024,Global
263762770,birds,22700223,Knipolegus hudsoni,3.1,LC,2024,Global
263762962,birds,22717754,Cinnyris dussumieri,3.1,LC,2024,Global
263763141,birds,22713524,Cisticola eximius,3.1,LC,2024,Global
263763432,birds,22710591,Grafisia torquata,3.1,LC,2024,Global
263763623,birds,22700216,Lessonia rufa,3.1,LC,2024,Global
263763866,birds,22712640,Pycnonotus xanthorrhous,3.1,LC,2024,Global
263764093,birds,22713515,Cisticola aridulus,3.1,LC,2024,Global
263764391,birds,22719806,Lonchura striata,3.1,LC,2024,Global
263764679,birds,22700203,Muscisaxicola frontalis,3.1,LC,2024,Global
263764864,birds,103887388,Psophocichla simensis,3.1,LC,2024,Global
263765074,birds,22730924,Calamonastes stierlingi,3.1,LC,2024,Global
263765477,birds,22713519,Cisticola textrix,3.1,LC,2024,Global
263765688,birds,22718761,Ploceus baglafecht,3.1,LC,2024,Global
263765976,birds,22700208,Muscigralla brevicauda,3.1,LC,2024,Global
263766150,birds,22717738,Cyanomitra verticalis,3.1,LC,2024,Global
263766519,birds,22718765,Ploceus bertrandi,3.1,LC,2024,Global
263766714,birds,22707373,Myiagra galeata,3.1,LC,2024,Global
263766881,birds,22719778,Spermestes griseicapilla,3.1,LC,2024,Global
263767098,birds,22713508,Cisticola cherina,3.1,LC,2024,Global
263767306,birds,103812620,Anaplectes leuconotos,3.1,LC,2024,Global
263767628,birds,22700193,Muscisaxicola albifrons,3.1,LC,2024,Global
263767812,birds,22711591,Polioptila lembeyei,3.1,LC,2024,Global
263767974,birds,103682965,Knipolegus sclateri,3.1,LC,2024,Global
263768156,birds,22719782,Spermestes cucullata,3.1,LC,2024,Global
263768598,birds,22707362,Myiagra oceanica,3.1,LC,2024,Global
263768765,birds,22718811,Ploceus subaureus,3.1,LC,2024,Global
263768975,birds,22714533,Locustella luteoventris,3.1,LC,2024,Global
263769186,birds,22707365,Myiagra pluto,3.1,LC,2024,Global
263769356,birds,22715738,Trochalopteron elliotii,3.1,LC,2024,Global
263769547,birds,22700198,Muscisaxicola flavinucha,3.1,LC,2024,Global
263769744,birds,22715744,Trochalopteron henrici,3.1,LC,2024,Global
263769919,birds,103672686,Leptasthenura berlepschi,3.1,LC,2024,Global
263770138,birds,22718803,Ploceus temporalis,3.1,LC,2024,Global
263770314,birds,22713564,Prinia crinigera,3.1,LC,2024,Global
263770548,birds,22717778,Chalcomitra adelberti,3.1,LC,2024,Global
263770792,birds,22730969,Eremomela pusilla,3.1,LC,2024,Global
263771068,birds,103718766,Lanius sphenocercus,3.1,LC,2024,Global
263771334,birds,22718807,Ploceus capensis,3.1,LC,2024,Global
