assessment_id,group,sis_taxon_id,sciname,redlist_version,redlist_category,assessed_year,scope
955561,not comprehensively assessed,162941,Cranchia scabra,3.1,LC,2014,Global
955784,not comprehensively assessed,162942,Taonius pavo,3.1,LC,2014,Global
955940,not comprehensively assessed,162943,Mastigoteuthis famelica,3.1,DD,2014,Global
956018,not comprehensively assessed,162944,Brachioteuthis behnii,3.1,DD,2014,Global
956126,not comprehensively assessed,162945,Histioteuthis meleagroteuthis,3.1,LC,2014,Global
956344,not comprehensively assessed,162946,Opisthoteuthis medusoides,3.1,DD,2014,Global
956543,not comprehensively assessed,162948,Liguriella podophthalma,3.1,DD,2014,Global
957015,not comprehensively assessed,162950,Gonatus onyx,3.1,LC,2014,Global
957202,not comprehensively assessed,162951,Abraliopsis chuni,3.1,DD,2014,Global
957309,not comprehensively assessed,162952,Grimalditeuthis bonplandi,3.1,LC,2014,Global
957461,not comprehensively assessed,162953,Galiteuthis pacifica,3.1,LC,2014,Global
957595,not comprehensively assessed,162954,Hapalochlaena maculosa,3.1,LC,2018,Global
957634,not comprehensively assessed,162955,Bathypolypus arcticus,3.1,LC,2018,Global
957785,not comprehensively assessed,162956,Brachioteuthis picta,3.1,LC,2014,Global
957947,not comprehensively assessed,162957,Bathypolypus valdiviae,3.1,LC,2018,Global
958049,not comprehensively assessed,162958,Enteroctopus dofleini,3.1,LC,2018,Global
958088,not comprehensively assessed,162959,Dosidicus gigas,3.1,DD,2014,Global
958314,not comprehensively assessed,162961,Joubiniteuthis portieri,3.1,LC,2014,Global
958515,not comprehensively assessed,162962,Planctoteuthis oligobessa,3.1,DD,2014,Global
958660,not comprehensively assessed,162963,Muusoctopus pseudonymus,3.1,DD,2018,Global
958755,not comprehensively assessed,162964,Enoploteuthis semilineata,3.1,DD,2014,Global
958901,not comprehensively assessed,162966,Graneledone challengeri,3.1,LC,2018,Global
958991,not comprehensively assessed,162967,Opisthoteuthis robsoni,3.1,DD,2014,Global
959100,not comprehensively assessed,162968,Enoploteuthis anapsis,3.1,LC,2014,Global
959236,not comprehensively assessed,162969,Uroteuthis duvauceli,3.1,DD,2019,Global
959265,not comprehensively assessed,162970,Nautilus macromphalus,3.1,DD,2024,Global
959408,not comprehensively assessed,162971,Amphioctopus neglectus,3.1,LC,2018,Global
959446,not comprehensively assessed,162972,Megalocranchia oceanica,3.1,DD,2014,Global
959574,not comprehensively assessed,162973,Pickfordiateuthis vossi,3.1,DD,2019,Global
959580,not comprehensively assessed,162974,Octopus mimus,3.1,LC,2018,Global
959619,not comprehensively assessed,162975,Hapalochlaena fasciata,3.1,LC,2018,Global
959660,not comprehensively assessed,162976,Octopus campbelli,3.1,DD,2018,Global
959666,not comprehensively assessed,162977,Cirroctopus glacialis,3.1,LC,2014,Global
959777,not comprehensively assessed,162978,Amphioctopus siamensis,3.1,LC,2018,Global
959815,not comprehensively assessed,162979,Teuthowenia maculata,3.1,DD,2014,Global
959967,not comprehensively assessed,162980,Mastigoteuthis psychrophila,3.1,DD,2014,Global
960084,not comprehensively assessed,162981,Uroteuthis edulis,3.1,DD,2019,Global
960113,not comprehensively assessed,162982,Abraliopsis tui,3.1,DD,2014,Global
960225,not comprehensively assessed,162983,Octopus verrucosus,3.1,DD,2018,Global
960264,not comprehensively assessed,162984,Abralia heminuchalis,3.1,DD,2014,Global
960386,not comprehensively assessed,162985,Doryteuthis ocula,3.1,DD,2019,Global
960411,not comprehensively assessed,162986,Japetella diaphana,3.1,LC,2014,Global
961381,not comprehensively assessed,162987,Euaxoctopus scalenus,3.1,DD,2018,Global
961420,not comprehensively assessed,162988,Vitreledonella richardi,3.1,LC,2014,Global
962316,not comprehensively assessed,162989,Octopus wolfi,3.1,LC,2018,Global
962322,not comprehensively assessed,162990,Eledone caparti,3.1,DD,2018,Global
962363,not comprehensively assessed,162991,Octopus pallidus,3.1,LC,2018,Global
962369,not comprehensively assessed,162992,Grimpella thaumastocheir,3.1,DD,2018,Global
962458,not comprehensively assessed,162994,Gonatus californiensis,3.1,LC,2014,Global
962602,not comprehensively assessed,162996,Onykia carriboea,3.1,DD,2014,Global
962708,not comprehensively assessed,162997,Doryteuthis opalescens,3.1,LC,2019,Global
962733,not comprehensively assessed,162998,Octopus pumilus,3.1,DD,2018,Global
962739,not comprehensively assessed,162999,Notonykia africanae,3.1,DD,2014,Global
962911,not comprehensively assessed,163002,Illex illecebrosus,3.1,LC,2014,Global
